year_month,channel,platform_id,is_mobile,active_users,row_events,weighted_events,bookings,booking_row_rate,booking_weighted_event_rate,booking_value_proxy_total,booking_value_proxy_per_active_user,package_booking_share,avg_valid_lead_days,avg_valid_stay_nights
2014-07-01,1,3,1,7243,31690,47040,1494,0.04714420952982013,0.03237670068027211,1606,0.221731326798288,0.0749665327978581,48.87243786122604,3.1711053200279666
2014-07-01,1,35,0,683,2833,4140,291,0.10271796681962583,0.07101449275362319,311,0.45534407027818447,0.06872852233676977,41.9992940345923,3.179623713170039
2014-07-01,2,3,1,7758,29910,42001,1007,0.03366766967569375,0.02430894502511845,1083,0.13959783449342614,0.07547169811320754,43.51955045656755,3.08423739629866
2014-07-01,9,27,0,855,5295,7867,320,0.06043437204910293,0.0408033557900089,394,0.4608187134502924,0.23125,46.317718171514926,3.5364642993508975
2014-07-01,9,25,0,5225,39762,57084,2271,0.05711483325788441,0.040466680681101534,2504,0.47923444976076557,0.10259797446059005,52.025283303953664,2.8855077591871807
2014-07-01,6,3,0,676,2567,3486,66,0.025710946630307752,0.0189328743545611,72,0.10650887573964497,0.09090909090909091,52.41139734582357,3.2481438061742867
2014-07-01,3,14,0,472,2648,3655,127,0.047960725075528704,0.035841313269493844,136,0.288135593220339,0.07086614173228346,58.132980732905175,3.766199317923456
2014-07-01,2,9,1,239,1047,1493,29,0.027698185291308502,0.01942397856664434,33,0.13807531380753138,0.13793103448275862,98.55066921606118,4.3982725527831095
2014-07-01,4,3,1,478,2077,3313,220,0.1059220028887819,0.06670691216420163,254,0.5313807531380753,0.15454545454545454,37.143957631198845,2.7217391304347824
2014-07-01,7,3,1,313,1043,1560,27,0.02588686481303931,0.01730769230769231,31,0.09904153354632587,0.14814814814814814,43.50623202301055,3.5364431486880465
2014-07-01,9,14,1,505,2863,4203,131,0.04575619979042962,0.03140613847251963,177,0.3504950495049505,0.3511450381679389,62.309548793284364,4.209671726085422
2014-07-01,3,31,1,22,138,209,1,0.007246376811594203,0.004784688995215311,2,0.09090909090909091,1.0,90.30434782608695,5.195652173913044
2014-07-01,0,38,0,3451,18052,27541,1143,0.06331708397961444,0.041683308521840164,1499,0.4343668501883512,0.3114610673665792,68.31833564493759,4.389541387024608
2014-07-01,9,18,1,205,1167,1694,39,0.033419023136246784,0.023022432113341203,45,0.21951219512195122,0.15384615384615385,45.27381974248927,5.141379310344828
2014-07-01,9,38,0,8143,51050,72547,3591,0.07034280117531831,0.04996760720636277,4388,0.5388677391624709,0.22194374825953772,61.60692779946257,4.012324187454254
2014-07-01,1,38,0,3112,14731,22198,936,0.06353947457742176,0.042931795657266424,1210,0.38881748071979433,0.29273504273504275,63.529068187992394,4.423021483972819
2014-07-01,5,35,0,1648,8032,11380,669,0.0832918326693227,0.05896309314586995,712,0.4320388349514563,0.06427503736920777,41.61236445219993,2.9735198601049215
2014-07-01,0,9,1,296,1404,2286,36,0.02564102564102564,0.015748031496062992,48,0.16216216216216217,0.3333333333333333,90.68289191123837,5.132564841498559
2014-07-01,1,12,0,3143,15919,23164,1100,0.069099817827753,0.04791918494215162,1240,0.39452752147629655,0.12727272727272726,51.29374057315234,3.240242133804149
2014-07-01,5,11,0,240,3188,4764,240,0.07528230865746549,0.05373635600335852,241,1.0041666666666667,0.004166666666666667,61.403387703889585,4.4993722536095415
2014-07-01,0,16,0,118,621,940,19,0.030595813204508857,0.02021276595744681,29,0.2457627118644068,0.5263157894736842,33.47258064516129,5.166939443535188
2014-07-01,9,29,0,817,5687,8161,331,0.05820291893792861,0.04068128905771352,439,0.5373317013463892,0.32628398791540786,54.253255895811336,4.176951805086253
2014-07-01,1,29,0,215,1172,1917,41,0.03498293515358362,0.02138758476786646,61,0.2837209302325581,0.4878048780487805,44.58632478632479,4.785403996524761
2014-07-01,5,16,0,223,3078,3946,235,0.07634827810266406,0.06183476938672073,249,1.116591928251121,0.059574468085106386,42.31611435997401,4.186319218241042
2014-07-01,5,23,0,373,4518,6775,292,0.06463036741921203,0.043690036900369,302,0.8096514745308311,0.03424657534246575,36.36957484499557,2.9798538853221164
2014-07-01,5,38,0,530,6037,8246,657,0.10882888852078847,0.08258549599805967,709,1.3377358490566038,0.0791476407914764,59.74328803447133,3.943936117118616
2014-07-01,3,16,0,63,247,375,12,0.048582995951417005,0.032,13,0.20634920634920634,0.08333333333333333,40.69635627530364,4.117408906882591
2014-07-01,5,36,0,102,1515,2232,92,0.06072607260726073,0.047939068100358424,94,0.9215686274509803,0.021739130434782608,46.97425742574257,3.13003300330033
2014-07-01,2,36,0,201,1071,1441,11,0.01027077497665733,0.007633587786259542,13,0.06467661691542288,0.18181818181818182,60.2436974789916,2.5679475164011247
2014-07-01,9,19,0,1002,9117,16465,318,0.03487989470220467,0.019495900394776798,420,0.41916167664670656,0.32075471698113206,57.18710173588222,3.292220744680851
2014-07-01,4,25,0,1444,10164,15738,1042,0.10251869342778434,0.06811538950311348,1152,0.7977839335180056,0.10556621880998081,49.65579745837849,2.5560272484944218
2014-07-01,1,25,0,4342,30163,45620,1757,0.058250174054304944,0.039346777729066196,1966,0.45278673422385995,0.11895276038702333,51.54892910509713,2.894796455460057
2014-07-01,9,47,0,155,1025,1798,79,0.07707317073170732,0.04449388209121246,147,0.9483870967741935,0.8607594936708861,52.088780487804875,3.3736153071500503
2014-07-01,1,10,0,38,178,273,10,0.056179775280898875,0.03663003663003663,14,0.3684210526315789,0.4,77.32022471910112,4.280898876404494
2014-07-01,0,25,0,3165,20263,30808,1284,0.06336672753294181,0.04242404570241496,1441,0.4552922590837283,0.12227414330218069,53.82316319976283,2.9671692124578457
2014-07-01,9,34,1,103,613,1107,15,0.024469820554649267,0.013550135501355014,17,0.1650485436893204,0.13333333333333333,53.99016393442623,3.429276315789474
2014-07-01,7,25,0,1157,5073,7488,124,0.02444313029765425,0.016693376068376068,144,0.12445980985306827,0.16129032258064516,55.45389790265136,3.1134695496925215
2014-07-01,2,47,0,59,300,447,17,0.056666666666666664,0.03803131991051454,33,0.559322033898305,0.9411764705882353,64.24333333333334,2.888888888888889
2014-07-01,3,25,0,1474,8887,12843,488,0.05491166872960504,0.039087440629136494,500,0.33921302578018997,0.02459016393442623,54.40009005966453,2.7242738122044585
2014-07-01,9,26,0,761,6166,9088,350,0.056762893285760625,0.0390625,361,0.4743758212877792,0.03142857142857143,43.04075336905342,2.48862897985705
2014-07-01,9,31,0,693,5531,7476,247,0.04465738564454891,0.03330658105939005,273,0.3939393939393939,0.10526315789473684,80.27442112879885,3.9876677548059485
2014-07-01,9,33,0,298,2090,3304,105,0.050239234449760764,0.03177966101694915,153,0.5134228187919463,0.45714285714285713,63.66842610364683,4.584712755598831
2014-07-01,3,19,1,15,76,118,3,0.039473684210526314,0.025423728813559324,3,0.2,0.0,58.78947368421053,2.263157894736842
2014-07-01,5,25,1,126,891,1558,93,0.10437710437710437,0.06290115532734275,96,0.7619047619047619,0.03225806451612903,44.13513513513514,2.8058361391694726
2014-07-01,2,25,1,535,2331,3368,64,0.027456027456027456,0.019299287410926364,66,0.1233644859813084,0.03125,52.12149935372684,2.763157894736842
2014-07-01,5,17,0,27,399,519,28,0.07017543859649122,0.05394990366088632,28,1.037037037037037,0.0,64.54135338345864,4.25062656641604
2014-07-01,9,23,0,426,2430,3262,128,0.05267489711934156,0.040159411404046594,134,0.3145539906103286,0.046875,37.94897119341564,2.9338842975206614
2014-07-01,1,26,1,28,362,474,7,0.019337016574585635,0.016877637130801686,7,0.25,0.0,22.049861495844876,1.9111111111111112
2014-07-01,2,27,1,81,265,393,14,0.052830188679245285,0.035623409669211195,14,0.1728395061728395,0.0,29.950757575757574,4.190114068441065
2014-07-01,0,27,0,327,1860,2942,116,0.06236559139784946,0.04044867437117607,143,0.43730886850152906,0.23275862068965517,37.722431414739106,3.4498644986449865
2014-07-01,9,24,1,445,2328,3435,68,0.029209621993127148,0.020087336244541485,81,0.18202247191011237,0.19117647058823528,55.09110442629996,5.2009611183923115
2014-07-01,2,38,1,625,2310,3154,63,0.02727272727272727,0.02060875079264426,81,0.1296,0.2857142857142857,70.06415257910706,3.753269398430689
2014-07-01,4,14,0,555,3021,4917,280,0.09268454154253558,0.058368924140736224,364,0.6558558558558558,0.3,61.069890692282215,4.028
2014-07-01,5,27,0,215,2874,4407,245,0.08524704244954767,0.05650102110279102,259,1.2046511627906977,0.05714285714285714,30.674321503131523,3.5022703457911284
2014-07-01,4,38,1,275,1122,1683,153,0.13636363636363635,0.09090909090909091,180,0.6545454545454545,0.17647058823529413,61.3783542039356,3.53494623655914
2014-07-01,9,16,0,236,1549,2351,79,0.051000645577792124,0.034028073160357296,100,0.423728813559322,0.26582278481012656,50.91974110032363,4.66928618205632
2014-07-01,2,34,1,87,482,797,5,0.01037344398340249,0.006273525721455458,7,0.08045977011494253,0.4,58.02713987473904,3.2655246252676657
2014-07-01,9,15,1,51,308,470,11,0.03571428571428571,0.023404255319148935,12,0.23529411764705882,0.09090909090909091,43.93181818181818,5.6480263157894735
2014-07-01,5,32,0,50,565,823,41,0.07256637168141593,0.05589307411907655,41,0.82,0.0,48.02300884955752,3.0849557522123896
2014-07-01,9,36,1,98,561,842,12,0.0213903743315508,0.014251781472684086,13,0.1326530612244898,0.08333333333333333,76.15151515151516,3.30990990990991
2014-07-01,2,12,0,2623,11746,16380,763,0.06495828367103695,0.04700854700854701,828,0.3156690812047274,0.08519003931847968,53.13639461577782,3.316887558785806
2014-07-01,5,33,1,2,50,165,1,0.02,0.006060606060606061,1,0.5,0.0,42.78,5.061224489795919
2014-07-01,0,36,1,36,136,202,4,0.029411764705882353,0.019801980198019802,6,0.16666666666666666,0.5,73.75,2.708955223880597
2014-07-01,5,20,1,32,138,305,10,0.07246376811594203,0.03278688524590164,20,0.625,1.0,74.47101449275362,4.788321167883212
2014-07-01,5,3,1,455,2365,3446,153,0.06469344608879493,0.04497968659315148,166,0.3648351648351648,0.08496732026143791,54.741539763113366,3.249468763280918
2014-07-01,9,30,0,378,2257,3685,142,0.06291537439078422,0.038534599728629576,220,0.582010582010582,0.5492957746478874,54.63531499556344,4.554054054054054
2014-07-01,2,35,0,386,1967,2848,252,0.12811387900355872,0.09023876404494383,256,0.6632124352331606,0.015873015873015872,42.0574478901881,2.826972010178117
2014-07-01,9,41,0,186,917,1267,103,0.11232279171210469,0.08208366219415943,105,0.5645161290322581,0.019417475728155338,53.39476553980371,3.128148959474261
2014-07-01,7,19,0,248,1572,4034,32,0.020356234096692113,0.008180466038671294,45,0.1814516129032258,0.40625,62.85623409669211,2.8710711994868507
2014-07-01,0,14,0,924,5025,7868,322,0.06407960199004975,0.04156075241484494,453,0.4902597402597403,0.40683229813664595,64.17689243027888,4.454454051880153
2014-07-01,0,12,1,968,4311,6027,227,0.05265599628856414,0.037663846026215364,249,0.2572314049586777,0.09691629955947137,46.73339526242452,3.3099183197199533
2014-07-01,4,24,0,255,1233,1967,93,0.07542579075425791,0.0472801220132181,114,0.4470588235294118,0.22580645161290322,44.91078669910787,5.351836734693878
2014-07-01,3,38,1,442,1840,2499,60,0.03260869565217391,0.024009603841536616,62,0.14027149321266968,0.03333333333333333,70.44184782608696,4.158496732026144
2014-07-01,3,26,0,81,630,945,28,0.044444444444444446,0.02962962962962963,28,0.345679012345679,0.0,33.65873015873016,2.1142857142857143
2014-07-01,4,9,0,58,358,612,37,0.10335195530726257,0.06045751633986928,42,0.7241379310344828,0.13513513513513514,103.97206703910615,4.439775910364146
2014-07-01,6,25,0,24,348,667,14,0.040229885057471264,0.022488755622188907,18,0.75,0.2857142857142857,55.775862068965516,2.872463768115942
2014-07-01,1,36,0,88,531,868,16,0.030131826741996232,0.018433179723502304,17,0.19318181818181818,0.0625,73.0320754716981,3.0923076923076924
2014-07-01,2,30,1,26,90,143,3,0.03333333333333333,0.02097902097902098,5,0.19230769230769232,0.6666666666666666,38.166666666666664,5.0
2014-07-01,0,31,0,294,1820,2576,84,0.046153846153846156,0.033385093167701864,99,0.336734693877551,0.17857142857142858,86.44083654375343,4.368508287292817
2014-07-01,1,18,1,118,618,902,17,0.02750809061488673,0.018847006651884702,24,0.2033898305084746,0.4117647058823529,53.20550161812298,6.022801302931596
2014-07-01,5,39,0,36,429,716,41,0.09557109557109557,0.05865921787709497,41,1.1388888888888888,0.0,15.05841121495327,3.1002331002331003
2014-07-01,1,9,1,226,897,1223,44,0.04905239687848383,0.03679476696647588,49,0.2168141592920354,0.11363636363636363,92.23321956769055,4.262146892655367
2014-07-01,9,11,0,324,2065,2805,118,0.05714285714285714,0.042067736185383245,133,0.4104938271604938,0.1271186440677966,75.07118644067796,4.504373177842566
2014-07-01,8,3,1,202,799,1269,60,0.07509386733416772,0.04806934594168637,69,0.3415841584158416,0.15,37.732165206508135,3.1765447667087012
2014-07-01,0,35,0,535,2033,3134,232,0.11411706837186424,0.07562220804084237,253,0.47289719626168225,0.09051724137931035,38.55386128873586,2.8348170128585557
2014-07-01,5,31,0,509,7022,8930,749,0.10666476787240102,0.0856662933930571,756,1.4852652259332024,0.009345794392523364,75.27845036319613,3.7597208374875373
2014-07-01,5,21,0,75,843,1283,71,0.08422301304863583,0.059236165237724084,71,0.9466666666666667,0.0,20.255041518386715,2.417556346381969
2014-07-01,9,28,1,40,192,268,5,0.026041666666666668,0.018656716417910446,7,0.175,0.4,72.70833333333333,3.015625
2014-07-01,5,28,0,234,2578,3933,181,0.07020946470131885,0.047037884566488684,182,0.7777777777777778,0.0055248618784530384,34.58921644685803,2.7674689440993787
2014-07-01,1,31,0,190,1184,1683,56,0.0472972972972973,0.033273915626856804,64,0.3368421052631579,0.14285714285714285,69.84237288135593,4.187765505522515
2014-07-01,7,26,0,94,434,601,8,0.018433179723502304,0.013311148086522463,8,0.0851063829787234,0.0,42.39351851851852,2.9399538106235568
2014-07-01,2,18,1,69,343,507,11,0.03206997084548105,0.021696252465483234,13,0.18840579710144928,0.18181818181818182,77.37900874635568,4.911764705882353
2014-07-01,5,34,0,109,908,1407,67,0.07378854625550661,0.047619047619047616,70,0.6422018348623854,0.04477611940298507,45.93832599118943,3.1697905181918413
2014-07-01,7,14,0,49,287,334,2,0.006968641114982578,0.005988023952095809,2,0.04081632653061224,0.0,56.81118881118881,4.328671328671328
2014-07-01,2,29,0,152,600,890,29,0.04833333333333333,0.03258426966292135,38,0.25,0.3103448275862069,51.336683417085425,4.629194630872483
2014-07-01,5,10,0,129,1972,2563,180,0.09127789046653144,0.074131876706984,180,1.3953488372093024,0.0,52.32048681541582,4.37005076142132
2014-07-01,1,33,1,20,96,139,3,0.03125,0.02158273381294964,6,0.3,1.0,46.979166666666664,5.0978260869565215
2014-07-01,0,28,0,88,459,702,23,0.05010893246187364,0.03418803418803419,29,0.32954545454545453,0.2608695652173913,47.52723311546841,3.039473684210526
2014-07-01,3,27,0,74,374,534,12,0.03208556149732621,0.024344569288389514,13,0.17567567567567569,0.08333333333333333,52.96524064171123,3.909090909090909
2014-07-01,2,11,0,87,335,450,18,0.05373134328358209,0.04,20,0.22988505747126436,0.1111111111111111,90.1731343283582,5.014925373134329
2014-07-01,1,23,0,109,601,866,22,0.036605657237936774,0.026558891454965358,24,0.22018348623853212,0.09090909090909091,46.703826955074874,2.9380234505862646
2014-07-01,2,31,1,60,247,328,8,0.032388663967611336,0.024390243902439025,9,0.15,0.125,73.6842105263158,4.186234817813765
2014-07-01,3,36,0,66,403,614,8,0.019851116625310174,0.013029315960912053,8,0.12121212121212122,0.0,99.1910669975186,2.9054726368159205
2014-07-01,3,24,0,440,2026,2776,84,0.04146100691016782,0.030619596541786743,88,0.2,0.047619047619047616,42.0542941757157,4.249381494309747
2014-07-01,3,29,0,86,405,631,24,0.05925925925925926,0.03803486529318542,25,0.29069767441860467,0.041666666666666664,42.45925925925926,3.0098765432098764
2014-07-01,2,26,1,23,66,91,2,0.030303030303030304,0.02197802197802198,2,0.08695652173913043,0.0,22.70769230769231,2.0454545454545454
2014-07-01,1,27,0,216,1074,1541,72,0.0670391061452514,0.04672290720311486,85,0.39351851851851855,0.18055555555555555,38.35195530726257,3.1542056074766354
2014-07-01,2,15,0,72,353,510,15,0.042492917847025496,0.029411764705882353,23,0.3194444444444444,0.5333333333333333,55.685552407932015,5.640804597701149
2014-07-01,4,30,0,29,205,298,13,0.06341463414634146,0.0436241610738255,19,0.6551724137931034,0.46153846153846156,42.9609756097561,5.118811881188119
2014-07-01,2,16,1,28,92,145,0,0.0,0.0,0,0.0,,40.02173913043478,7.108695652173913
2014-07-01,0,30,0,64,315,533,15,0.047619047619047616,0.028142589118198873,26,0.40625,0.7333333333333333,54.39808917197452,5.090909090909091
2014-07-01,2,14,1,76,300,430,9,0.03,0.020930232558139535,12,0.15789473684210525,0.3333333333333333,61.11036789297659,4.3175675675675675
2014-07-01,1,47,0,40,250,409,16,0.064,0.039119804400977995,31,0.775,0.9375,56.570281124497996,3.1363636363636362
2014-07-01,5,7,0,30,623,940,55,0.08828250401284109,0.05851063829787234,55,1.8333333333333333,0.0,51.18619582664527,3.5987158908507224
2014-07-01,1,19,0,261,1818,3004,71,0.03905390539053905,0.02430093209054594,96,0.367816091954023,0.352112676056338,58.06002202643172,3.1665744327614833
2014-07-01,3,37,0,51,315,517,11,0.03492063492063492,0.030947775628626693,11,0.21568627450980393,0.0,53.08571428571429,3.657142857142857
2014-07-01,5,15,0,45,467,585,50,0.10706638115631692,0.08547008547008547,51,1.1333333333333333,0.02,80.36830835117773,4.612419700214133
2014-07-01,0,8,0,75,500,819,20,0.04,0.02442002442002442,31,0.41333333333333333,0.55,72.92957746478874,4.876288659793815
2014-07-01,6,47,1,23,116,231,5,0.04310344827586207,0.021645021645021644,10,0.43478260869565216,1.0,75.14655172413794,3.2831858407079646
2014-07-01,4,33,0,23,99,143,6,0.06060606060606061,0.04195804195804196,8,0.34782608695652173,0.3333333333333333,96.71717171717172,4.444444444444445
2014-07-01,1,15,0,59,236,439,17,0.07203389830508475,0.04100227790432802,28,0.4745762711864407,0.6470588235294118,60.50847457627118,5.111111111111111
2014-07-01,2,23,0,95,354,442,15,0.0423728813559322,0.033936651583710405,15,0.15789473684210525,0.0,46.73163841807909,3.1807909604519775
2014-07-01,5,19,1,13,61,106,11,0.18032786885245902,0.10377358490566038,11,0.8461538461538461,0.0,34.39344262295082,2.459016393442623
2014-07-01,5,24,1,32,142,201,7,0.04929577464788732,0.03482587064676617,8,0.25,0.14285714285714285,44.40845070422535,4.475177304964539
2014-07-01,0,15,1,19,52,85,0,0.0,0.0,0,0.0,,91.96153846153847,7.269230769230769
2014-07-01,8,15,0,2,14,23,0,0.0,0.0,0,0.0,,32.714285714285715,2.7857142857142856
2014-07-01,6,14,0,25,92,114,3,0.03260869565217391,0.02631578947368421,3,0.12,0.0,62.53260869565217,3.9565217391304346
2014-07-01,0,18,1,166,881,1339,18,0.02043132803632236,0.01344286781179985,22,0.13253012048192772,0.2222222222222222,50.06818181818182,5.389016018306636
2014-07-01,1,34,1,35,141,241,6,0.0425531914893617,0.024896265560165973,7,0.2,0.16666666666666666,54.63120567375886,3.2714285714285714
2014-07-01,3,18,1,40,141,180,2,0.014184397163120567,0.011111111111111112,2,0.05,0.0,30.347517730496453,4.177304964539007
2014-07-01,4,16,1,15,71,141,1,0.014084507042253521,0.0070921985815602835,2,0.13333333333333333,1.0,46.38028169014085,6.477611940298507
2014-07-01,1,14,1,171,768,1143,25,0.032552083333333336,0.021872265966754154,37,0.21637426900584794,0.48,72.45110821382008,4.2147562582345195
2014-07-01,3,8,0,20,81,93,3,0.037037037037037035,0.03225806451612903,4,0.2,0.3333333333333333,69.60493827160494,3.6049382716049383
2014-07-01,1,41,1,15,63,83,5,0.07936507936507936,0.060240963855421686,5,0.3333333333333333,0.0,42.23809523809524,3.3968253968253967
2014-07-01,0,29,1,68,233,392,7,0.030042918454935622,0.017857142857142856,8,0.11764705882352941,0.14285714285714285,68.1587982832618,6.0524017467248905
2014-07-01,2,19,1,99,435,665,9,0.020689655172413793,0.013533834586466165,12,0.12121212121212122,0.3333333333333333,65.48723897911833,2.9722222222222223
2014-07-01,0,21,0,11,71,90,1,0.014084507042253521,0.011111111111111112,2,0.18181818181818182,1.0,29.04225352112676,2.6056338028169015
2014-07-01,7,36,0,2,11,17,0,0.0,0.0,0,0.0,,87.54545454545455,2.272727272727273
2014-07-01,2,28,1,33,97,122,3,0.030927835051546393,0.02459016393442623,3,0.09090909090909091,0.0,43.98947368421052,2.25531914893617
2014-07-01,2,49,1,8,39,65,1,0.02564102564102564,0.015384615384615385,1,0.125,0.0,59.38461538461539,2.6578947368421053
2014-07-01,4,35,1,5,19,24,6,0.3157894736842105,0.25,6,1.2,0.0,6.578947368421052,1.5263157894736843
2014-07-01,9,49,0,105,765,1443,39,0.050980392156862744,0.02702702702702703,71,0.6761904761904762,0.8205128205128205,62.559477124183005,2.2247340425531914
2014-07-01,3,30,0,35,212,319,6,0.02830188679245283,0.018808777429467086,7,0.2,0.16666666666666666,57.076190476190476,5.1
2014-07-01,0,34,1,28,137,225,1,0.0072992700729927005,0.0044444444444444444,1,0.03571428571428571,0.0,40.457364341085274,3.0802919708029197
2014-07-01,7,9,1,7,16,18,0,0.0,0.0,0,0.0,,114.0625,3.1875
2014-07-01,5,26,1,10,46,72,7,0.15217391304347827,0.09722222222222222,7,0.7,0.0,45.93478260869565,1.8043478260869565
2014-07-01,2,33,1,37,170,262,2,0.011764705882352941,0.007633587786259542,2,0.05405405405405406,0.0,59.72941176470588,4.420118343195266
2014-07-01,4,19,1,7,23,34,1,0.043478260869565216,0.029411764705882353,1,0.14285714285714285,0.0,34.608695652173914,3.130434782608696
2014-07-01,4,29,1,12,33,39,0,0.0,0.0,0,0.0,,75.84848484848484,7.848484848484849
2014-07-01,3,17,0,2,5,12,1,0.2,0.08333333333333333,1,0.5,0.0,70.2,2.8
2014-07-01,1,16,1,22,89,135,2,0.02247191011235955,0.014814814814814815,4,0.18181818181818182,1.0,38.97752808988764,4.887640449438202
2014-07-01,3,34,1,12,86,145,2,0.023255813953488372,0.020689655172413793,2,0.16666666666666666,0.0,95.18604651162791,3.441860465116279
2014-07-01,2,22,0,43,183,317,6,0.03278688524590164,0.01892744479495268,7,0.16279069767441862,0.16666666666666666,77.95081967213115,4.918032786885246
2014-07-01,6,38,1,7,16,23,0,0.0,0.0,0,0.0,,61.9375,5.8
2014-07-01,4,12,1,36,205,302,32,0.15609756097560976,0.10596026490066225,32,0.8888888888888888,0.0,43.009756097560974,2.6029411764705883
2014-07-01,7,28,0,16,87,134,3,0.034482758620689655,0.022388059701492536,3,0.1875,0.0,39.804597701149426,3.2413793103448274
2014-07-01,8,24,0,4,47,72,2,0.0425531914893617,0.027777777777777776,3,0.75,0.5,43.95744680851064,5.23404255319149
2014-07-01,6,24,0,39,130,177,2,0.015384615384615385,0.011299435028248588,3,0.07692307692307693,0.5,25.0625,5.278688524590164
2014-07-01,9,10,1,8,56,94,1,0.017857142857142856,0.010638297872340425,1,0.125,0.0,28.178571428571427,4.517857142857143
2014-07-01,9,8,1,32,230,422,6,0.02608695652173913,0.014218009478672985,8,0.25,0.3333333333333333,79.33043478260869,5.736607142857143
2014-07-01,5,14,1,16,147,221,9,0.061224489795918366,0.04072398190045249,10,0.625,0.1111111111111111,34.965753424657535,5.916083916083916
2014-07-01,1,37,1,2,3,4,0,0.0,0.0,0,0.0,,27.666666666666668,3.6666666666666665
2014-07-01,4,15,0,9,34,64,1,0.029411764705882353,0.015625,1,0.1111111111111111,0.0,41.23529411764706,4.147058823529412
2014-07-01,5,41,1,26,96,147,11,0.11458333333333333,0.07482993197278912,12,0.46153846153846156,0.09090909090909091,36.979166666666664,2.6145833333333335
2014-07-01,7,38,1,11,49,59,0,0.0,0.0,0,0.0,,49.40816326530612,3.877551020408163
2014-07-01,0,32,0,9,33,52,5,0.15151515151515152,0.09615384615384616,5,0.5555555555555556,0.0,91.72727272727273,3.090909090909091
2014-07-01,1,8,1,22,72,129,3,0.041666666666666664,0.023255813953488372,3,0.13636363636363635,0.0,75.76388888888889,3.887323943661972
2014-07-01,1,11,1,7,28,34,0,0.0,0.0,0,0.0,,159.25,6.75
2014-07-01,4,8,0,16,91,121,6,0.06593406593406594,0.049586776859504134,6,0.375,0.0,57.604395604395606,4.235955056179775
2014-07-01,1,30,1,16,114,156,7,0.06140350877192982,0.04487179487179487,8,0.5,0.14285714285714285,139.37719298245614,6.0701754385964914
2014-07-01,9,22,1,19,141,207,4,0.028368794326241134,0.01932367149758454,5,0.2631578947368421,0.25,82.65957446808511,3.198581560283688
2014-07-01,4,18,1,16,60,130,6,0.1,0.046153846153846156,10,0.625,0.6666666666666666,49.5,6.033333333333333
2014-07-01,6,36,1,5,19,36,0,0.0,0.0,0,0.0,,49.21052631578947,3.111111111111111
2014-07-01,0,49,0,21,110,195,3,0.02727272727272727,0.015384615384615385,6,0.2857142857142857,1.0,94.1,2.9724770642201834
2014-07-01,0,22,1,12,41,53,3,0.07317073170731707,0.05660377358490566,5,0.4166666666666667,0.6666666666666666,65.1219512195122,4.512195121951219
2014-07-01,3,11,1,4,10,17,0,0.0,0.0,0,0.0,,36.1,4.3
2014-07-01,2,8,0,6,36,51,4,0.1111111111111111,0.0784313725490196,5,0.8333333333333334,0.25,161.86111111111111,7.666666666666667
2014-07-01,3,32,1,2,4,4,0,0.0,0.0,0,0.0,,103.5,4.0
2014-07-01,9,32,1,1,6,6,1,0.16666666666666666,0.16666666666666666,1,1.0,0.0,191.66666666666666,3.0
2014-07-01,10,12,0,1,5,7,0,0.0,0.0,0,0.0,,158.0,7.0
