date_key,active_users,row_events,weighted_events,bookings,bookers,booking_row_rate,booking_weighted_event_rate,booker_rate,booking_value_proxy_total,booking_value_proxy_per_active_user,avg_booking_value_proxy_per_booking,mobile_row_share,mobile_booking_share,package_booking_share,avg_valid_lead_days,avg_valid_stay_nights,avg_distance_filled,distance_imputed_share
2013-09-05,9624,33221,47298,3314,2843,0.09975617832094158,0.07139836779567846,0.29540731504571904,3809,0.3957813798836243,1.1493663246831622,0.1110141175762319,0.08086904043452021,0.14936632468316235,51.47049773755656,3.290745563563685,2115.040450889654,0.13256674994732248
2013-09-06,8685,30276,43294,3116,2645,0.1029198044655833,0.07326650344158545,0.3045480713874496,3576,0.41174438687392056,1.147625160462131,0.11705641432157485,0.0821566110397946,0.14762516046213095,50.6913694816386,3.3675227892740702,2167.7293302815624,0.13076364116792177
2013-09-07,6993,26104,38618,2182,1878,0.08358872203493717,0.05743435703557926,0.26855426855426856,2552,0.36493636493636494,1.1695692025664528,0.1701271835733987,0.12694775435380384,0.1695692025664528,59.24732173712706,3.65556627435848,2327.854669784776,0.13522831749923384
2013-09-09,10372,35857,51355,3155,2678,0.08798839836015283,0.06258397429656314,0.2581951407635943,3314,0.31951407635942924,1.0503961965134707,0.10371754469141312,0.06973058637083994,0.05039619651347068,52.08183191584602,3.3652834435222956,2101.0582643074526,0.1378531388571269
2013-09-12,9466,32936,47232,3266,2793,0.09916201117318436,0.07063008130081301,0.2950559898584407,3738,0.3948869638706951,1.144519289650949,0.11707554044206947,0.08358848744641764,0.14451928965094918,50.97342951059167,3.349088020530995,2161.388609267985,0.12317828515909643
2013-09-13,8674,30413,43252,3092,2644,0.10166705027455364,0.0725977989457135,0.3048189993082776,3558,0.4101913765275536,1.1507115135834411,0.11860059842830369,0.08473479948253558,0.15071151358344115,49.8386958528384,3.3634918532255926,2095.929272882208,0.13073356788215565
2014-02-07,11967,42050,60600,3657,3163,0.0869678953626635,0.06118811881188119,0.26431018634578424,4264,0.3563131946185343,1.1659830462127427,0.115410225921522,0.07793273174733388,0.16598304621274268,61.88944962864216,3.497266976966225,2109.705429551376,0.13629013079667063
2014-02-09,9817,40184,59789,3070,2592,0.07639856659366913,0.05206643362491428,0.2640317816033411,3704,0.37730467556279923,1.206514657980456,0.16232828986661357,0.12019543973941368,0.206514657980456,72.43894175676348,3.7446399120395824,2255.4247355582015,0.14734720286681266
2014-02-10,12186,44538,65557,3897,3336,0.08749831604472585,0.060390194792318136,0.2737567700640079,4600,0.37748235680288855,1.180395175776238,0.10781804301944407,0.07877854760071851,0.18039517577623812,59.87233707865168,3.530256572124273,2085.972049797591,0.13754546679240198
2014-02-11,12247,44820,65632,3946,3410,0.08804105310129406,0.06126584592881521,0.2784355352331183,4714,0.3849105903486568,1.1946274708565636,0.10943775100401607,0.07780030410542321,0.19462747085656362,60.60700806217478,3.488065382892969,2178.6910318936275,0.13297634984381973
2014-02-12,11923,43165,62893,3869,3332,0.08963280435538051,0.062375781088515415,0.27945986748301604,4595,0.385389583158601,1.1876453864047558,0.11611259121973821,0.09201344016541742,0.18764538640475575,58.60052891641729,3.5146019345238093,2171.428350114043,0.13443762307424997
2014-02-17,11765,44319,64937,3786,3196,0.08542611521018073,0.05910343871752622,0.27165320866978326,4461,0.3791755206119847,1.1782884310618067,0.12969606714952955,0.08874801901743265,0.17828843106180667,65.3609800158067,3.680327868852459,2243.760194377725,0.14003023533924502
2014-12-04,24632,92875,127970,7021,5882,0.07559623149394347,0.056091271391732436,0.23879506333225073,7682,0.31187073725235465,1.094146133029483,0.13270524899057873,0.10454351232018232,0.09414613302948298,53.1141742887,3.339530216549239,2072.286438623798,0.12190578734858681
2014-12-05,23099,86312,117326,6672,5620,0.07730095467605895,0.058026353919847264,0.24330057578250142,7230,0.31300056279492616,1.08363309352518,0.13979516173880804,0.10866306954436451,0.08363309352517985,51.66997889757206,3.3172376177876806,1986.3958165680376,0.11839605153396979
2014-12-07,20974,89547,122317,5920,4984,0.06611053413291344,0.04896294055609605,0.23762753885763327,6487,0.30928768952035857,1.095777027027027,0.1884820261985326,0.15962837837837837,0.09577702702702702,55.9156047395484,3.448663586220785,2107.5575603344146,0.1278099768836477
2014-12-09,26959,102466,139015,7460,6281,0.07280463763589874,0.054634391972089344,0.23298341926629326,8202,0.3042397715048778,1.0994638069705094,0.13422013155583315,0.10348525469168901,0.09946380697050938,53.37634671172799,3.372378271662855,2027.1839224057533,0.12498780083149533
2014-10-09,25066,95838,133791,7235,6155,0.07549197604290574,0.05495137939024299,0.24555174339743077,8008,0.3194765818239847,1.1068417415342087,0.11466224253427659,0.08279198341395992,0.10684174153420871,53.762599317178086,3.2544937119420787,1977.802271733535,0.12922848974310816
2014-10-10,22028,83834,117193,6577,5596,0.07845265644010783,0.05683786574283447,0.2540403123297621,7262,0.329671327401489,1.104150828645279,0.12720375981105517,0.08864223810247833,0.104150828645279,54.77132180889165,3.2616644744708836,1997.1202355232595,0.12406660782021614
2014-10-12,18333,75548,105836,5023,4249,0.06648753110605178,0.04787595903095355,0.23176785032455136,5599,0.30540555282823323,1.114672506470237,0.1760867263196908,0.13259008560621144,0.11467250647023691,64.249354364496,3.51290155509223,2194.813468355552,0.13413988457669296
2014-11-06,24802,91946,127429,6821,5876,0.07418484762795553,0.05457941284950835,0.2369163777114749,7619,0.30719296830900733,1.116991643454039,0.11228329671763862,0.10027855153203342,0.116991643454039,55.68855224351649,3.383799053290579,2014.1793001357241,0.12921714919626737
2014-11-07,21437,81102,113233,6378,5441,0.07864171043870681,0.05735077230136091,0.25381350002332415,7084,0.33045668703643233,1.1106930072122922,0.11746935957189712,0.1121041078708059,0.11069300721229225,53.75354754324918,3.327048146591162,1982.311420449415,0.12097112278365516
2014-11-09,19392,82584,116774,5416,4581,0.06558171074300106,0.04707383492900817,0.23623143564356436,6069,0.3129641089108911,1.1205686853766617,0.16819238593432143,0.1499261447562777,0.12056868537666174,65.89176744298767,3.5582856379035883,2230.509807998149,0.12619877942458588
2014-11-10,25455,97290,136060,7232,6234,0.07433446397368691,0.054123180949581066,0.24490276959340013,8024,0.3152229424474563,1.1095132743362832,0.11230342275670675,0.09928097345132743,0.10951327433628319,57.60717040510938,3.3801272729147973,2064.872976683166,0.1285435296536129
2014-11-12,25848,97464,136428,7149,6170,0.07335016005909874,0.05347142815257865,0.23870318786753328,7988,0.3090374497059734,1.117359071198769,0.1157350406303866,0.10113302559798573,0.11735907119876905,56.46950506025086,3.3419565374043914,1984.0781393627044,0.12298900106706066
2014-06-17,20960,81632,119770,6026,5129,0.07381909055272443,0.05113133505886282,0.24470419847328245,6717,0.3204675572519084,1.114669764354464,0.1129704037632301,0.08197809492200464,0.114669764354464,47.95684467268872,3.1850377251837108,1889.500363475717,0.11693943551548412
2014-06-18,22539,86670,123513,6448,5463,0.0743971385715934,0.05314420344417187,0.2423798748835352,7205,0.31966813079551,1.1174007444168734,0.11026883581400715,0.07459677419354839,0.11740074441687345,47.80742416547394,3.1631447924506455,1842.409528288809,0.1292834890965732
2014-06-20,17683,68397,98300,5425,4608,0.07931634428410603,0.056113936927772126,0.260589266527173,6033,0.3411751399649381,1.112073732718894,0.11146687720221647,0.07797235023041475,0.11207373271889401,46.927823288472794,3.1630551194964864,1897.012567570793,0.12336798397590537
2014-06-23,21728,85220,121930,6375,5422,0.07480638347805679,0.05296481587796276,0.249539764359352,7052,0.3245581737849779,1.1061960784313725,0.11503168270359071,0.08690196078431373,0.10619607843137255,47.32263253684025,3.227146455728983,1829.9348239638173,0.12561605256981928
2014-04-07,18339,68301,97344,5470,4624,0.08008667515848962,0.056993754109138726,0.25214024755984515,6058,0.3303342603195376,1.1074954296160877,0.11822667310873926,0.07952468007312614,0.10749542961608775,57.16660806375996,3.288376741724969,2047.6231554819008,0.13305808114083248
2014-04-08,18166,68186,96997,5625,4739,0.08249494031032763,0.05886780003505263,0.2608719586039855,6356,0.34988439942750194,1.1299555555555556,0.11574223447628545,0.07733333333333334,0.12995555555555555,57.71282450141614,3.282641004134846,2026.4772296642286,0.12988003402457982
2014-04-09,18709,68789,97646,5560,4709,0.08082687639012051,0.057954242877332404,0.2516970442033246,6273,0.3352931744080389,1.1282374100719423,0.11641396153454768,0.07248201438848921,0.12823741007194245,56.46218951777092,3.2847067395264116,2043.5298029378214,0.12927939060024132
2014-04-11,14495,53609,76493,4590,3914,0.08561995187375254,0.06097289948099826,0.2700241462573301,5150,0.3552949292859607,1.122004357298475,0.12227424499617602,0.07995642701525055,0.12200435729847495,53.94249398062602,3.2147107252451166,1995.2907931895227,0.1279635882034733
2014-04-12,10882,43102,61917,3230,2726,0.07493851793420259,0.05276418431125539,0.2505054217974637,3629,0.3334864914537769,1.1235294117647059,0.17003851329404668,0.12879256965944272,0.12352941176470589,57.85582594157804,3.387594553706505,2150.702243287161,0.11630550786506427
2014-12-12,22329,83671,114077,6396,5437,0.076442255978774,0.05724203827239496,0.2434950064937973,6973,0.3122844731067222,1.0902126328955597,0.145020377430651,0.11632270168855535,0.09021263289555972,50.70090059920346,3.3470822058858745,2029.4099472920389,0.12522857381888589
2014-12-15,26294,102718,139898,7307,6218,0.0711365096672443,0.053224492129980414,0.23647980527877083,7953,0.302464440556781,1.0884083755303133,0.1302887517280321,0.10565211441083892,0.0884083755303134,50.447198191879046,3.3304279154113896,2082.179288349022,0.12973383438151054
2014-08-20,25682,96542,139364,7232,6168,0.07491040169045597,0.05273958841594673,0.2401682111985048,8168,0.3180437660618332,1.1294247787610618,0.134967164550144,0.10094026548672566,0.12942477876106195,53.81664180032326,3.355309679297866,1984.378501855609,0.12901120755733256
2014-08-21,23556,88208,127015,6534,5609,0.07407491384001451,0.052293036255560366,0.2381134318220411,7313,0.3104516895907624,1.1192225283134374,0.12653047342644658,0.09198041016222834,0.11922252831343741,52.87473198180312,3.2847706254840325,1982.2141898926236,0.1287751677852349
2014-08-24,18759,77549,113220,5089,4297,0.06562302544197862,0.04533651298357181,0.22906338290953676,5781,0.30817207740284663,1.1359795637649832,0.20210447587976635,0.1550402829632541,0.1359795637649833,63.508542596846205,3.447766804054229,2091.8036772645287,0.13468903531960438
2014-08-25,26125,98139,139324,7012,6007,0.07144967851720518,0.05091010881111654,0.229933014354067,7865,0.30105263157894735,1.1216486023958927,0.13384077685731463,0.09426697090701654,0.12164860239589276,54.975714445928446,3.3903660097261326,1951.4978800720576,0.13017251041889566
2013-07-01,10201,38349,66920,3302,2822,0.08610394012881692,0.05022414823670054,0.27663954514263306,3711,0.36378786393490836,1.1238643246517261,0.12490547341521291,0.08843125378558449,0.12386432465172623,44.038204368461074,3.315881096193918,1913.901397183155,0.11546585308613001
2013-07-02,10486,39202,66995,3574,3007,0.0911688179174532,0.054093589073811475,0.286763303452222,4109,0.3918558077436582,1.1496922216004477,0.11690730064792612,0.07834359261331841,0.14969222160044768,41.65981471501527,3.2066137020222865,1834.5250750212547,0.12430488240395898
2013-07-03,9817,35790,60572,3299,2810,0.0921765856384465,0.05519051707059367,0.286238158296832,3792,0.3862687175308139,1.1494392240072748,0.11514389494272143,0.09336162473476811,0.14943922400727494,41.20078773385849,3.2355247200834816,1892.9984922787867,0.12207320480581169
2013-07-04,7970,30935,52896,2673,2272,0.08640698238241475,0.0511002722323049,0.285069008782936,3042,0.38168130489335006,1.138047138047138,0.13770809762405042,0.09801720912832024,0.13804713804713806,44.147402977312616,3.3314201858796673,2010.4388889220445,0.11802165831582351
2013-07-05,8071,29614,49928,2817,2393,0.09512392787195245,0.057402659830155425,0.2964936191302193,3184,0.39449882294635114,1.1302804401845936,0.12456946039035591,0.096201632942847,0.13028044018459353,43.31047360380241,3.2210988562091503,1912.422801775618,0.12598770851624233
2013-07-06,6775,26971,46256,2177,1822,0.08071632494160394,0.0475830162573504,0.268929889298893,2467,0.3641328413284133,1.133210840606339,0.16332356976011272,0.1456132292145154,0.133210840606339,48.37888383876015,3.3207596545665257,2050.180478163486,0.13102962441140484
2013-07-07,7914,32151,55968,2609,2179,0.08114833131162327,0.04720554602630074,0.27533484963356075,2961,0.3741470811220622,1.1349175929474895,0.16391403066778637,0.13606745879647375,0.13491759294748945,49.83543393275997,3.336932299676721,2025.0679515342895,0.1329663152001493
2013-07-08,10606,39447,66409,3393,2916,0.08601414556240018,0.051830324203044766,0.2749387139355082,3865,0.36441636809353195,1.1391099322133804,0.10964078383654016,0.08193339227821986,0.1391099322133805,44.30865960974366,3.3025433703495217,1897.2645320069676,0.1311379826095774
2013-07-09,11317,40538,69137,3437,2980,0.08478464650451428,0.05050841083645515,0.2633206680215605,3967,0.35053459397366793,1.1542042478906023,0.11685332280822931,0.08728542333430317,0.15420424789060228,44.51377625672693,3.365661241351849,1900.8657579595908,0.1301494893680004
2013-07-10,10532,39340,66288,3547,2999,0.09016268429079817,0.0544442433019551,0.28475123433345995,4024,0.3820736802126852,1.1344798421201014,0.11947127605490594,0.09641950944460106,0.1344798421201015,45.27915410941411,3.290832266325224,1927.9656417590086,0.13271479410269446
2013-07-11,9767,35633,59819,3148,2659,0.08834507338702888,0.053712031294404786,0.2722432681478448,3564,0.3649022217671752,1.1321473951715375,0.11910307860690933,0.09593392630241424,0.13214739517153748,44.99047807414105,3.279931924549709,1933.5415344915675,0.12334072348665563
2013-07-14,7977,32045,55571,2515,2091,0.07848338274301764,0.045779273362005365,0.2621286197818729,2888,0.3620408674940454,1.14831013916501,0.18112029957871742,0.13996023856858847,0.14831013916500993,49.84798316159839,3.457964253065599,2011.8720154410926,0.12323295365891715
2013-04-13,6424,25100,44549,2074,1775,0.08262948207171315,0.04700442209701677,0.27630759651307596,2432,0.37858032378580325,1.1726133076181293,0.1652988047808765,0.13404050144648022,0.1726133076181292,62.76779925561292,3.463037364403375,2343.8199706563455,0.1299203187250996
2013-04-14,7553,30794,54802,2545,2113,0.0826459699941547,0.046896098682529835,0.2797563881901231,2934,0.3884549185754005,1.1528487229862476,0.1529193998830941,0.10884086444007858,0.15284872298624755,63.33694198976098,3.4639620480942255,2292.5928891587428,0.13275313372734948
2013-04-15,9149,32332,55866,3046,2639,0.0942100705183719,0.05498872301578778,0.2884468247895945,3473,0.3796043283418953,1.1401838476690742,0.10259185945812198,0.0623768877216021,0.14018384766907419,54.47840944392669,3.290430174563591,2157.2481086796934,0.12829395026599036
2013-04-16,9319,33878,58209,3202,2734,0.09451561485329713,0.055524059853287296,0.2933791179311085,3684,0.3953213864148514,1.1505309181761398,0.09315780152311234,0.07183010618363522,0.15053091817613992,53.107669485239576,3.271496175481413,2182.7085196871717,0.12441702579845328
2013-04-17,9540,34478,60059,3291,2871,0.09545217239979117,0.05577848449025125,0.3009433962264151,3807,0.39905660377358493,1.1567912488605288,0.10470444921399152,0.07748404740200547,0.15679124886052873,52.74178048283293,3.3011829998539506,2133.0421041465784,0.1343465398224955
2013-04-19,7367,26669,45403,2632,2240,0.09869136450560576,0.05900491156972006,0.3040586398805484,2995,0.4065426903760011,1.137917933130699,0.10956541302636019,0.07940729483282674,0.13791793313069908,52.64755302716347,3.247355696585071,2146.6420915595045,0.13183846413438824
2013-04-20,6496,25965,46012,2189,1839,0.08430579626420182,0.04818308267408502,0.2830972906403941,2520,0.3879310344827586,1.1512105984467793,0.15478528788754092,0.13339424394700777,0.15121059844677937,60.50199141564518,3.411433672281301,2340.482364578614,0.1305988831118814
2013-04-21,7816,32645,58000,2560,2107,0.07841935977944554,0.04456896551724138,0.269575230296827,2978,0.38101330603889455,1.16328125,0.13705008423954665,0.112109375,0.16328125,61.344549952367785,3.389662518911909,2405.0168301382378,0.132608362689539
2013-04-24,9243,32805,56180,3121,2710,0.09513793629019966,0.05615877536489854,0.29319485015687546,3603,0.3898085037325544,1.1544376802306953,0.10528882792257278,0.07850048061518744,0.1544376802306953,50.520476613471374,3.2260353938798083,2066.4016467858905,0.13305898491083676
2013-04-26,7465,26822,45834,2646,2258,0.09865036164342704,0.0581446088056901,0.3024782317481581,3034,0.4064300066979236,1.146636432350718,0.11430914920587577,0.08578987150415722,0.14663643235071808,51.87834650091736,3.2249240121580547,2176.104009970508,0.11896950264708075
2013-04-27,6059,23900,42229,2029,1727,0.08489539748953975,0.04854483885481541,0.2850305330912692,2346,0.38719260604060074,1.1562345983242976,0.14175732217573223,0.11089206505667816,0.15623459832429767,57.399773071104384,3.3871158143260676,2373.462441561272,0.13384937238493724
2013-04-28,6999,28532,50580,2205,1846,0.07728164867517173,0.04418742586002373,0.2637519645663666,2550,0.3643377625375054,1.1564625850340136,0.14464460956119446,0.11292517006802721,0.1564625850340136,59.98843381965196,3.5312334475087397,2524.2603338921544,0.14089443431936072
2013-04-30,9493,33882,57607,3195,2757,0.09429785726934656,0.05615636988560418,0.2904245233329822,3697,0.38944485410302326,1.1571205007824725,0.10182397733309723,0.07323943661971831,0.1571205007824726,50.957690142514295,3.365992095331491,2095.109724376296,0.1313381736615312
2014-10-15,27291,100835,139654,7581,6509,0.07518222839291913,0.05499305426267776,0.2385035359642373,8412,0.30823348356601077,1.109616145627226,0.11375018594733971,0.08336631051312492,0.10961614562722596,57.254056629052904,3.3887541016207616,2000.7680919833247,0.12546238905142063
2014-10-16,23703,88409,122623,6999,5927,0.07916614824282596,0.05796628691191701,0.25005273594059824,7738,0.32645656667932327,1.1055865123589084,0.11158366229682498,0.0848692670381483,0.10558651235890841,55.670156534730786,3.3228633956615905,2057.7671182991367,0.13145720458324378
2014-10-17,21208,77894,107968,6401,5462,0.08217577733843429,0.06031416716064019,0.25754432289702,7072,0.3334590720482837,1.1048273707233245,0.11366729144735153,0.08654897672238712,0.10482737072332449,55.146158393954195,3.371063917472665,2058.195649909439,0.12448969111869977
2014-06-25,21725,85285,121975,6286,5359,0.07370580993140646,0.0522566099610576,0.24667433831990793,7008,0.3225776754890679,1.114858415526567,0.11825057161282758,0.08988227807826916,0.11485841552656698,46.039338955418195,3.213277168541441,1843.651244475684,0.13423228000234508
2014-06-26,19101,74375,106763,5660,4901,0.07610084033613446,0.053923175632007346,0.2565834249515732,6343,0.33207685461494163,1.120671378091873,0.1202689075630252,0.09257950530035336,0.1206713780918728,46.04256063275985,3.26186042746114,1826.9188334595704,0.12814789915966388
2014-06-28,13605,57984,83980,4102,3423,0.07074365342163355,0.04954751131221719,0.2515986769570011,4543,0.33392135244395443,1.1075085324232081,0.1695812637969095,0.13676255485129205,0.1075085324232082,47.69407015061852,3.2628581320869037,1922.8176341275714,0.12339610927152318
2014-04-15,18350,68686,98082,5392,4626,0.07850216929214104,0.05569829326481923,0.2520980926430518,6092,0.3319891008174387,1.1298219584569733,0.11305069446466529,0.07418397626112759,0.1298219584569733,55.324442048831656,3.257636374255344,2000.1857408096712,0.12631395044113794
2014-04-22,18740,66368,94493,5545,4766,0.08354930086788814,0.059644629760934674,0.2543223052294557,6289,0.3355923159018143,1.1341749323715058,0.11543213596914176,0.07808836789900811,0.13417493237150585,55.66455648504032,3.317173091458806,2036.1495699749285,0.12572324011571842
2014-12-18,24890,95940,130367,6620,5641,0.06900145924536169,0.05163116432839599,0.22663720369626356,7200,0.2892728003214142,1.0876132930513596,0.1353450072962268,0.1122356495468278,0.08761329305135952,50.93749347803402,3.334248548878774,1967.784212197098,0.12665207421304983
2013-02-10,8099,32548,59496,2416,2085,0.07422883126459383,0.041145623235175476,0.25743919002345966,2915,0.35992097789850597,1.2065397350993377,0.14569251566916555,0.10968543046357616,0.20653973509933773,70.44338108174858,3.578048399687744,2206.9746367117436,0.14108393756912868
2013-02-11,9806,35823,62496,3170,2724,0.08849063450855596,0.051395289298515105,0.2777891087089537,3743,0.38170507852335306,1.180757097791798,0.10119197163833292,0.06277602523659306,0.1807570977917981,58.664098829066056,3.3828518120653586,1956.0739879817995,0.14580018423917596
2013-02-14,8345,28938,50554,2823,2412,0.0975533900062202,0.0566720734264351,0.289035350509287,3329,0.3989215098861594,1.1792419411973079,0.10968277006012855,0.0765143464399575,0.17924194119730782,55.18098777438177,3.3301751564521203,1997.4006305493747,0.1302785265049416
2013-02-15,8041,28766,50275,2765,2360,0.09612041994020719,0.05593237195425162,0.293495833851511,3257,0.40504912324337766,1.1779385171790235,0.10536744768129042,0.06726943942133816,0.1779385171790235,57.18390644091465,3.3495097866957164,1992.9052712406044,0.13262184523395676
2013-02-17,7730,31766,58389,2361,2028,0.0743247497324183,0.040863861343746255,0.26235446313065974,2859,0.36985769728331175,1.2109275730622617,0.14971982622930177,0.11859381617958492,0.21092757306226176,70.21117933784896,3.6705777324320876,2311.7379715427983,0.13829251400868853
2013-02-21,9059,31971,55712,2910,2539,0.09101998686309468,0.05318423319931074,0.28027376090076167,3410,0.37642123854730103,1.1718213058419245,0.11619905539395077,0.08213058419243986,0.1718213058419244,58.935382586580424,3.4718817136357893,2114.9387692254154,0.1336523724625442
2013-02-22,8063,28420,49108,2664,2330,0.09373680506685433,0.055245581168037794,0.2889743271735086,3097,0.38410021083963786,1.1625375375375375,0.11382828993666431,0.09271771771771772,0.16253753753753752,56.67146138893798,3.3725580898836425,2134.232280485071,0.1383884588318086
2013-02-24,8195,33234,59500,2561,2164,0.07705963772040682,0.04357983193277311,0.2640634533251983,3048,0.3719341061622941,1.1901600937133932,0.16570379731600168,0.12924638812963687,0.1901600937133932,68.64454045561665,3.576254679368171,2231.677792033797,0.14798098333032436
2013-02-25,9619,34439,59312,3125,2690,0.09074014924939748,0.05324386296196385,0.279654849776484,3655,0.37997712859964655,1.1696,0.09948024042509945,0.07104,0.1696,57.61158373149983,3.395279976546467,2140.9406505758207,0.1335985365428729
2014-08-26,26893,100792,145170,7122,6108,0.07066036987062466,0.049934559481986635,0.22712229948313686,8058,0.2996318744654743,1.131423757371525,0.13207397412493055,0.08593091828138164,0.13142375737152484,54.941564823731476,3.352801429412763,1972.2003553439974,0.13611199301531868
2014-08-27,28859,104515,148806,7218,6221,0.06906185714969143,0.049157964060588956,0.21556533490418933,8099,0.28064035482864963,1.1220559711831533,0.1420753001961441,0.09656414519257411,0.12205597118315323,55.41526811101644,3.3346978782287824,1928.4955094809723,0.13338755202602498
2014-08-31,16914,71317,104316,4356,3636,0.06107940603222233,0.04219870393803443,0.2149698474636396,4909,0.29023294312403924,1.126951331496786,0.20823926973933285,0.16804407713498623,0.12695133149678603,66.58589004390949,3.62036697764875,2264.1877683394364,0.13825595580296424
2014-05-29,17763,67537,96840,5529,4685,0.08186623628529546,0.058271375464684014,0.26375049259697125,6154,0.3464504869672916,1.1130403327907397,0.11712098553385551,0.08012298788207632,0.11304033279073973,51.298792503148384,3.25687773736174,2013.877543513434,0.12972148600026653
2014-10-23,23603,88524,123317,6770,5757,0.07647643576883105,0.05582360907255285,0.24390967249925857,7563,0.3204253696563996,1.1171344165435746,0.10503366318738422,0.08375184638109305,0.1171344165435746,57.41777546660035,3.3975053246929803,2066.8960036602375,0.12895937824770684
2014-10-25,15250,62541,88129,4208,3616,0.06728386178666794,0.04840631347229629,0.23711475409836066,4649,0.30485245901639346,1.104800380228137,0.17329431892678404,0.16611216730038023,0.10480038022813688,63.84971487153201,3.496010167637311,2232.9473428182614,0.12668489470907085
2014-03-02,9854,40345,59219,3122,2655,0.0773825752881398,0.05334436582853476,0.2694337324944185,3760,0.3815709356606454,1.2043561819346573,0.17300780765894164,0.1294042280589366,0.20435618193465727,67.3214498362608,3.588918744091158,2208.9155217414263,0.13300285041516915
2014-03-03,12188,45171,66263,4108,3534,0.09094330433242567,0.06281031646620286,0.28995733508368887,4812,0.39481457170987855,1.1713729308666017,0.1168670164486064,0.07740993184031159,0.17137293086660174,57.11827385303826,3.4348244240662043,2121.414878047164,0.12727192225100176
2014-03-06,18018,65512,94320,4946,4259,0.07549761875686897,0.05314885496183206,0.23637473637473638,5648,0.31346431346431347,1.141932875050546,0.11625351080718037,0.07784067933683785,0.1419328750505459,59.036095398257146,3.3972170288411436,2112.663721389112,0.13383807546709
2014-03-10,17714,65998,95366,5218,4482,0.07906300190914876,0.0554180735272529,0.25302021000338715,5925,0.33448120130969855,1.1354925258719817,0.11444286190490621,0.07972403219624377,0.1354925258719816,57.22086094221468,3.375268179120829,2034.309652623839,0.1335646534743477
2014-07-02,23785,92158,131951,6746,5791,0.07320037327198942,0.05187531735265364,0.2434727769602691,7537,0.31688038679840236,1.1172546694337384,0.11863321686668547,0.08938630299436703,0.11725466943373851,45.74405653618185,3.217622405099212,1828.2873964358087,0.13585364265717573
2014-07-04,16692,68063,97062,4902,4099,0.07202150948386055,0.05123529290556551,0.24556673855739275,5432,0.32542535346273666,1.1081191350469197,0.14394017307494528,0.11199510403916768,0.10811913504691963,49.23634572692924,3.3154702018109723,2114.264746914942,0.13396412147569164
