year_month,user_country,hotel_country,active_users,row_events,weighted_events,bookings,booking_row_rate,booking_value_proxy_total,avg_distance_filled,package_booking_share,avg_valid_stay_nights,avg_valid_lead_days
2014-08-01,3,130,1482,9859,15171,454,0.04604929506035095,549,,0.2092511013215859,2.397607606584194,52.95818956768825
2014-08-01,195,198,63,295,369,22,0.07457627118644068,22,1940.3984999999998,0.0,3.25938566552901,83.2813559322034
2014-08-01,3,22,134,1083,1532,58,0.05355493998153278,64,,0.10344827586206896,2.9046296296296297,57.995378927911275
2014-08-01,167,102,2,11,15,0,0.0,0,,,2.909090909090909,66.27272727272727
2014-08-01,82,50,183,1460,2179,62,0.04246575342465753,71,776.9201132812495,0.14516129032258066,4.717032967032967,52.60479452054795
2014-08-01,119,204,38,345,496,11,0.03188405797101449,13,,0.18181818181818182,4.193548387096774,53.87826086956522
2014-08-01,54,180,48,187,246,28,0.1497326203208556,28,,0.0,2.0320855614973263,3.2566844919786098
2014-08-01,195,34,620,3834,5083,308,0.08033385498174231,324,6351.75521617647,0.05194805194805195,2.2060052219321147,47.84303995821363
2014-08-01,229,168,39,248,393,13,0.05241935483870968,13,9500.9739,0.0,2.6129032258064515,22.669354838709676
2014-08-01,79,152,1,3,4,0,0.0,0,,,7.0,4.0
2014-08-01,103,8,54,321,476,19,0.059190031152647975,30,642.0662459799009,0.5789473684210527,4.295238095238095,57.78504672897196
2014-08-01,231,130,45,200,293,17,0.085,18,,0.058823529411764705,2.665,30.645
2014-08-01,133,77,495,3015,4509,129,0.042786069651741296,161,,0.24806201550387597,4.953035893995303,32.69651741293532
2014-08-01,115,110,19,58,79,4,0.06896551724137931,5,,0.25,2.0172413793103448,32.810344827586206
2014-08-01,238,93,1,20,24,1,0.05,1,,0.0,3.0,25.3
2014-08-01,28,73,3,17,28,0,0.0,0,462.619,,5.411764705882353,12.411764705882353
2014-08-01,214,182,37,239,375,7,0.029288702928870293,11,,0.5714285714285714,9.838983050847459,117.7866108786611
2014-08-01,80,126,6,33,46,5,0.15151515151515152,5,,0.0,5.666666666666667,42.666666666666664
2014-08-01,23,5,54,364,530,11,0.03021978021978022,12,,0.09090909090909091,4.392265193370166,54.244505494505496
2014-08-01,119,182,509,5370,10142,122,0.02271880819366853,180,,0.47540983606557374,3.450281425891182,74.28124417954926
2014-08-01,70,50,89,480,672,44,0.09166666666666666,46,,0.045454545454545456,3.01875,73.23799582463465
2014-08-01,32,204,95,446,554,32,0.07174887892376682,32,,0.0,2.7511210762331837,27.64798206278027
2014-08-01,3,70,417,3768,5142,175,0.04644373673036093,184,,0.05142857142857143,3.46272630457934,58.88708820403826
2014-08-01,58,22,6,41,61,3,0.07317073170731707,5,,0.6666666666666666,3.6,40.5609756097561
2014-08-01,229,162,159,1000,1348,97,0.097,98,8155.7690999999995,0.010309278350515464,2.700700700700701,9.222222222222221
2014-08-01,103,119,81,436,618,33,0.07568807339449542,42,,0.2727272727272727,3.589327146171694,36.03669724770642
2014-08-01,195,162,20,104,125,6,0.057692307692307696,6,8690.4087,0.0,3.826923076923077,127.40384615384616
2014-08-01,3,17,49,213,269,19,0.0892018779342723,19,,0.0,2.7699530516431925,45.53051643192488
2014-08-01,179,25,23,127,201,17,0.13385826771653545,20,2470.4348681818187,0.17647058823529413,2.8897637795275593,20.559055118110237
2014-08-01,23,63,42,335,462,20,0.05970149253731343,21,,0.05,3.044776119402985,52.13731343283582
2014-08-01,218,50,231,2045,2882,109,0.05330073349633252,120,,0.10091743119266056,4.362347188264058,56.68019559902201
2014-08-01,70,70,42,287,378,16,0.05574912891986063,16,,0.0,3.317073170731707,59.24390243902439
2014-08-01,191,169,59,213,273,26,0.12206572769953052,26,484.1874158730163,0.0,2.131455399061033,15.934272300469484
2014-08-01,68,15,16,44,55,7,0.1590909090909091,8,2481.102136000001,0.14285714285714285,3.1136363636363638,29.954545454545453
2014-08-01,34,204,11,165,208,9,0.05454545454545454,9,,0.0,3.7333333333333334,51.73939393939394
2014-08-01,195,50,496,3901,4929,250,0.0640861317610869,256,1744.4848317406124,0.024,4.40410783055199,88.50128270908158
2014-08-01,77,115,11,29,36,4,0.13793103448275862,4,7071.816031034483,0.0,1.8275862068965518,100.48275862068965
2014-08-01,66,107,523,2684,3728,168,0.06259314456035768,179,5021.990229645514,0.06547619047619048,3.4510828976848393,76.43235184494968
2014-08-01,66,168,445,2227,3012,157,0.07049842837898518,168,9177.991815918265,0.07006369426751592,3.5314465408805034,70.16524472384374
2014-08-01,205,199,86,401,576,22,0.05486284289276808,22,4521.597646633416,0.0,3.865336658354115,72.66582914572864
2014-08-01,66,118,482,1311,2305,12,0.009153318077803204,20,2218.730589969488,0.6666666666666666,5.591949486977112,128.70404271548438
2014-08-01,205,180,71,362,463,40,0.11049723756906077,41,4790.5385044321365,0.025,2.914364640883978,56.988950276243095
2014-08-01,46,170,227,917,1525,52,0.05670665212649945,76,1290.9921791482307,0.46153846153846156,4.787610619469026,64.36899563318778
2014-08-01,1,169,199,1023,1667,54,0.05278592375366569,91,572.0761149560116,0.6851851851851852,3.364440078585462,58.729227761485824
2014-08-01,66,83,13,53,74,5,0.09433962264150944,5,6315.299244230768,0.0,6.754716981132075,63.79245283018868
2014-08-01,77,182,718,4401,6462,160,0.03635537377868666,198,4385.3600948875455,0.2375,6.114735401459854,93.86318181818181
2014-08-01,77,34,319,1792,2401,168,0.09375,187,1599.548825223465,0.1130952380952381,2.994388327721661,77.25334821428571
2014-08-01,66,63,705,3997,5606,285,0.07130347760820616,298,8750.899099342936,0.0456140350877193,4.1129518072289155,96.94544544544544
2014-08-01,66,67,781,2577,4684,33,0.012805587892898719,53,2348.592003473025,0.6060606060606061,5.7852056962025316,125.53783469150174
2014-08-01,1,127,5,17,21,2,0.11764705882352941,2,1074.49032,0.0,2.588235294117647,9.0
2014-08-01,205,182,256,1904,2604,98,0.051470588235294115,104,8001.824717489494,0.061224489795918366,4.786127167630058,89.10609243697479
2014-08-01,66,194,177,929,1275,43,0.04628632938643703,43,4614.703963027031,0.0,4.230021598272138,81.81162540365985
2014-08-01,66,35,289,588,839,9,0.015306122448979591,15,1942.334212670068,0.6666666666666666,5.3628318584070795,98.26530612244898
2014-08-01,77,70,435,2643,3274,170,0.06432084752175558,174,10015.131296680567,0.023529411764705882,3.9258137774413324,102.47748770336739
2014-08-01,179,8,62,362,535,31,0.0856353591160221,38,2020.465909210526,0.22580645161290322,4.486187845303867,51.64364640883978
2014-08-01,66,160,202,399,588,14,0.03508771929824561,16,2003.2059047738699,0.14285714285714285,4.88659793814433,115.51378446115288
2014-08-01,66,170,436,2544,3519,170,0.06682389937106918,183,4424.040659357769,0.07647058823529412,3.9458283906682485,80.59787735849056
2014-08-01,46,107,321,1272,1904,107,0.08411949685534591,142,367.12692784455163,0.32710280373831774,2.9273301737756716,50.14150943396226
2014-08-01,66,199,263,1455,2050,102,0.07010309278350516,112,5259.530983344856,0.09803921568627451,4.110881542699724,75.80962199312715
2014-08-01,46,174,14,59,83,8,0.13559322033898305,8,4591.268771428571,0.0,6.508474576271187,40.05084745762712
2014-08-01,215,77,110,597,747,59,0.09882747068676717,61,5726.0978275541775,0.03389830508474576,3.2567114093959733,62.59966499162479
2014-08-01,205,22,186,1426,1996,81,0.056802244039270686,82,5282.867730820478,0.012345679012345678,3.542134831460674,55.06030855539972
2014-08-01,125,48,5,30,32,3,0.1,3,4687.757607407406,0.0,4.533333333333333,23.866666666666667
2014-08-01,68,5,50,292,474,9,0.030821917808219176,11,8871.57455405983,0.2222222222222222,7.220689655172414,96.63698630136986
2014-08-01,188,50,29,138,180,15,0.10869565217391304,15,1572.765015185186,0.0,3.550724637681159,23.23913043478261
2014-08-01,0,48,115,480,697,10,0.020833333333333332,10,3007.6890131868126,0.0,4.086315789473685,46.06875
2014-08-01,202,5,257,1956,2500,120,0.06134969325153374,125,6199.637469271756,0.041666666666666664,2.903076923076923,27.561636828644502
2014-08-01,69,8,265,1063,1811,50,0.047036688617121354,64,1678.1115156735748,0.28,7.339047619047619,119.1796801505174
2014-08-01,209,125,31,78,105,9,0.11538461538461539,9,902.4977545454544,0.0,2.423076923076923,12.371794871794872
2014-08-01,69,146,32,105,134,10,0.09523809523809523,12,2310.5249272727274,0.2,4.990291262135922,142.33333333333334
2014-08-01,133,126,12,125,250,5,0.04,6,,0.2,7.935483870967742,47.064
2014-08-01,24,151,6,35,50,5,0.14285714285714285,5,,0.0,5.628571428571429,49.82857142857143
2014-08-01,112,182,2,36,56,1,0.027777777777777776,1,,0.0,3.3055555555555554,9.61111111111111
2014-08-01,71,51,176,671,888,39,0.05812220566318927,40,1535.6727333333336,0.02564102564102564,2.083457526080477,25.433681073025337
2014-08-01,23,114,3,12,16,1,0.08333333333333333,2,,1.0,5.0,92.83333333333333
2014-08-01,231,50,449,3583,4804,354,0.09879988836170807,361,,0.01977401129943503,2.370184254606365,33.88166341054982
2014-08-01,5,50,123,679,987,41,0.060382916053019146,48,1015.3403899159665,0.17073170731707318,5.320474777448071,89.75811209439529
2014-08-01,52,144,75,278,521,24,0.08633093525179857,36,,0.5,3.1691176470588234,68.38489208633094
2014-08-01,162,105,22,151,194,13,0.08609271523178808,13,,0.0,2.7152317880794703,72.67549668874172
2014-08-01,214,50,117,893,1288,45,0.05039193729003359,53,,0.17777777777777778,5.688413948256468,116.26651735722284
2014-08-01,93,208,64,273,357,15,0.054945054945054944,15,,0.0,2.9743589743589745,12.952380952380953
2014-08-01,181,163,19,89,181,4,0.0449438202247191,7,,0.75,5.151162790697675,60.53932584269663
2014-08-01,195,168,90,595,743,35,0.058823529411764705,35,6843.654287349402,0.0,3.541176470588235,70.94957983193277
2014-08-01,3,5,685,4920,7337,179,0.036382113821138214,213,,0.18994413407821228,3.4789967373572592,60.49979633401222
2014-08-01,194,106,148,1008,1455,62,0.061507936507936505,66,,0.06451612903225806,3.6384462151394423,76.50496031746032
2014-08-01,163,208,16,99,129,3,0.030303030303030304,4,2387.034010714286,0.3333333333333333,5.448979591836735,12.282828282828282
2014-08-01,29,48,61,355,558,18,0.05070422535211268,27,,0.5,3.352112676056338,29.819718309859155
2014-08-01,115,130,149,664,902,43,0.06475903614457831,44,,0.023255813953488372,1.8456883509833586,17.419939577039276
2014-08-01,23,199,9,140,174,5,0.03571428571428571,5,,0.0,3.664285714285714,22.65714285714286
2014-08-01,80,105,58,551,687,21,0.038112522686025406,24,,0.14285714285714285,5.463636363636364,45.954627949183305
2014-08-01,55,136,1,2,2,0,0.0,0,,,9.5,7.0
2014-08-01,3,34,82,782,1065,48,0.061381074168797956,48,,0.0,2.2138284250960307,56.427656850192065
2014-08-01,115,70,20,197,270,10,0.050761421319796954,10,,0.0,5.426395939086294,64.76649746192894
2014-08-01,167,126,88,462,833,16,0.03463203463203463,23,,0.4375,4.571115973741795,90.31601731601732
2014-08-01,167,171,146,666,1231,37,0.05555555555555555,56,,0.5135135135135135,3.025679758308157,76.88288288288288
2014-08-01,119,5,71,654,919,24,0.03669724770642202,29,,0.20833333333333334,3.393241167434716,64.94189602446484
2014-08-01,23,50,523,4298,6099,330,0.07677989762680316,345,,0.045454545454545456,2.8947613504074505,44.503374447288806
2014-08-01,32,47,4,17,31,0,0.0,0,,,6.9411764705882355,42.8235294117647
2014-08-01,215,3,3,17,28,4,0.23529411764705882,4,9787.049374999999,0.0,3.1176470588235294,110.17647058823529
2014-08-01,46,70,667,3223,4943,237,0.07353397455786534,315,531.567179254485,0.3291139240506329,3.0181420081326245,59.94599627560521
2014-08-01,182,170,42,132,182,11,0.08333333333333333,11,4869.382437795277,0.0,3.462121212121212,84.52272727272727
2014-08-01,66,81,94,234,296,1,0.004273504273504274,1,2152.957883476394,0.0,5.902654867256637,147.18376068376068
2014-08-01,46,208,250,1278,1876,50,0.03912363067292645,71,1157.815862649165,0.42,6.31629392971246,36.64006259780908
2014-08-01,66,34,290,1834,2544,220,0.11995637949836423,222,7776.189445049233,0.00909090909090909,2.815401419989077,106.04307524536532
2014-08-01,205,168,118,570,777,41,0.07192982456140351,44,8405.726016929826,0.07317073170731707,3.154657293497364,90.51052631578948
2014-08-01,205,163,541,2230,4167,56,0.025112107623318385,101,2245.561729820621,0.8035714285714286,7.306261343012705,115.53318385650225
2014-08-01,182,163,40,199,300,8,0.04020100502512563,11,3230.4089326633166,0.375,6.547738693467337,116.55276381909547
2014-08-01,1,111,182,642,997,20,0.03115264797507788,30,526.0450084243373,0.5,5.613418530351438,26.643302180685357
2014-08-01,205,31,212,1329,1927,127,0.09556057185854025,133,3302.442344131098,0.047244094488188976,2.8504531722054383,52.489089541008276
2014-08-01,184,144,1,2,4,1,0.5,1,5064.0883,0.0,1.0,8.0
2014-08-01,133,8,42,219,366,11,0.0502283105022831,13,1090.7522616279075,0.18181818181818182,7.7407407407407405,93.85844748858447
2014-08-01,179,146,253,1137,1498,91,0.08003518029903255,91,2943.060159499258,0.0,2.2081128747795415,18.362753751103266
2014-08-01,103,13,137,552,747,43,0.07789855072463768,45,1522.117818762082,0.046511627906976744,2.3079710144927534,16.440217391304348
2014-08-01,77,130,36,179,231,12,0.0670391061452514,12,4463.345502601155,0.0,3.016949152542373,53.10614525139665
2014-08-01,77,104,57,291,359,23,0.07903780068728522,27,6089.7976637630645,0.17391304347826086,3.9553264604811,81.38487972508591
2014-08-01,205,118,55,113,190,0,0.0,0,2847.544367727273,,8.920353982300885,105.2566371681416
2014-08-01,69,171,249,1213,1606,82,0.06760098928276999,90,7197.762351346804,0.0975609756097561,4.257638315441784,81.50370981038746
2014-08-01,46,63,92,425,583,46,0.10823529411764705,47,9767.863598175176,0.021739130434782608,3.2470588235294118,77.17176470588235
2014-08-01,46,180,104,376,546,33,0.08776595744680851,34,477.78277284122566,0.030303030303030304,4.97319034852547,32.776
2014-08-01,202,168,107,510,685,33,0.06470588235294118,37,9563.732125000008,0.12121212121212122,2.392927308447937,50.20980392156863
2014-08-01,1,73,38,87,113,8,0.09195402298850575,8,514.0866756578947,0.0,6.313953488372093,16.735632183908045
2014-08-01,198,105,56,423,540,21,0.04964539007092199,22,5618.024023333344,0.047619047619047616,3.6223277909738716,39.58156028368794
2014-08-01,48,70,63,465,628,18,0.03870967741935484,22,1126.6595210762318,0.2222222222222222,4.512931034482759,43.26451612903226
2014-08-01,68,204,200,919,1234,55,0.05984766050054407,58,2334.3069563491995,0.05454545454545454,2.982513661202186,32.73993471164309
2014-08-01,55,77,766,4535,6122,346,0.0762954796030871,369,3011.8974023329106,0.06647398843930635,3.203453619659066,17.32281553398058
2014-08-01,194,126,96,493,734,26,0.05273833671399594,27,,0.038461538461538464,3.8767967145790556,80.51115618661258
2014-08-01,3,135,100,686,945,43,0.06268221574344024,45,,0.046511627906976744,2.4650145772594754,52.64963503649635
2014-08-01,80,1,25,167,238,12,0.0718562874251497,12,,0.0,2.3855421686746987,35.38922155688623
2014-08-01,19,119,19,120,172,5,0.041666666666666664,7,,0.4,3.8290598290598292,18.333333333333332
