date_key,active_users,sessions,booking_sessions,session_booking_rate,sessions_per_user,avg_rows_per_session,avg_weighted_events_per_session,median_session_duration_seconds,avg_time_to_first_booking_seconds,multi_destination_session_share,booking_value_proxy_total,booking_value_proxy_per_session
2014-12-04,24543,30394,6145,0.2021780614594986,1.2383979138654606,3.05382641310785,4.206751332499835,155.0,724.9217249796583,0.12926893465815623,7666,0.25222083305915644
2014-02-20,10721,13130,3225,0.24562071591774562,1.2246991885085345,2.9912414318354914,4.383320639756283,160.0,678.0728682170543,0.14295506473724295,4333,0.33000761614623003
2013-07-19,8919,11058,2798,0.25302948091879185,1.2398250924991592,2.991408934707904,5.068185928739374,145.0,655.1833452466047,0.14622897449810093,3621,0.32745523602821486
2014-09-28,18944,23462,4511,0.1922683488193675,1.2384923986486487,3.398005285141932,4.930099735742903,198.0,843.8488140101973,0.14623646747932828,5863,0.24989344471912028
2014-03-15,11798,14770,3026,0.2048747461069736,1.2519071028987965,3.249898442789438,4.759309410968179,179.0,798.5485789821547,0.15863236289776575,3925,0.2657413676371022
2014-12-30,30127,38242,6462,0.1689765179645416,1.2693597105586352,3.2128549762041736,4.385936927984938,174.0,823.2706592386259,0.14371633282778098,8040,0.21024005020657915
2014-08-11,25291,31348,6370,0.20320275615669262,1.2394923095172197,3.088299094041087,4.417825698609161,157.0,730.5301412872841,0.13716983539619754,7992,0.25494449406660713
2014-08-01,21560,26763,5591,0.20890782049844936,1.241326530612245,3.16395770279864,4.524305944774502,164.0,754.6394204972277,0.14131450136382318,6944,0.259462691028659
2013-07-22,11069,13746,3121,0.2270478684708279,1.241846598608727,3.0184053542848828,5.13734904699549,139.0,659.4815764178148,0.15298996071584461,3987,0.2900480139676997
2014-06-17,20904,26127,5339,0.20434799249818195,1.2498564867967854,3.132851073602021,4.600413365483982,162.0,745.167821689455,0.1430703869560225,6713,0.25693726796034755
2013-11-04,9106,11019,2773,0.2516562301479263,1.2100812650999342,2.932208004356112,4.226064071149832,156.0,685.4954922466643,0.13313367819221344,3610,0.32761593611035483
2014-07-26,15935,19882,3928,0.197565637259833,1.247693755883276,3.423750125741877,4.902223116386682,194.0,832.7561099796334,0.15667437883512725,4920,0.24746001408309024
2014-11-12,25755,31671,6402,0.20214075968551673,1.2297029702970297,3.0768210665908877,4.307663161883111,154.0,722.7969384567323,0.12004673044741246,7979,0.25193394588108997
2013-09-09,10336,12736,2790,0.2190640703517588,1.2321981424148607,2.8165829145728645,4.045618718592965,119.0,575.9458781362007,0.13410804020100503,3310,0.259893216080402
2014-10-27,26569,33009,6865,0.20797358296222243,1.242387745116489,3.0680117543700205,4.270532279075404,158.0,691.7538237436271,0.13344845345208883,8490,0.25720258111424155
2014-09-21,19337,24200,4577,0.1891322314049587,1.2514867869886745,3.3665702479338844,4.884049586776859,208.0,847.2372733231374,0.15144628099173554,5857,0.24202479338842975
2014-10-09,24989,31122,6453,0.20734528629265472,1.2454279883148585,3.0763447079236554,4.294679005205321,158.0,711.8196187819618,0.12261422787738577,8004,0.25718141507615194
2014-10-03,22136,27329,5918,0.21654652566870358,1.2345952294904228,3.036115481722712,4.224816129386366,157.0,707.5417370733356,0.13374071499140108,7295,0.2669325624794175
2014-02-10,12144,14910,3465,0.2323943661971831,1.2277667984189724,2.9908115358819582,4.397652582159624,154.0,688.0493506493507,0.14164989939637826,4598,0.30838363514419853
2014-02-12,11882,14660,3447,0.23512960436562075,1.2337990237333782,2.9359481582537517,4.276398362892223,150.0,680.8859878154917,0.13635743519781718,4591,0.3131650750341064
2013-12-18,8014,9638,2353,0.24413778792280555,1.2026453706014475,2.9076571902884414,4.233762191326001,143.0,683.0594985125372,0.13924050632911392,3035,0.314899356713011
2014-12-09,26877,33532,6605,0.19697602290349517,1.2476094802247275,3.0569306930693068,4.147321961111774,153.0,711.6105980317941,0.13229154240725277,8230,0.24543719432184183
2014-01-29,11459,14217,3229,0.22712245902792433,1.2406841783750764,2.905887317999578,4.279454174579729,154.0,699.847630845463,0.13793345994232256,4382,0.3082225504677499
2013-07-20,7026,8818,1999,0.2266953957813563,1.2550526615428408,3.177251077341801,5.469040598775233,174.0,739.9869934967484,0.1605806305284645,2622,0.29734633703787705
2013-12-27,8095,9818,2271,0.2313098390710939,1.2128474366893145,3.024750458341821,4.419128132002444,165.0,749.630559225011,0.15094723976369934,3008,0.3063760440008148
2014-09-15,27572,34345,6769,0.19708836803028099,1.2456477585956767,3.1036540981219973,4.396243994759063,157.0,736.005022898508,0.13734168001164654,8575,0.2496724414034066
2014-09-05,23507,28947,6069,0.20965903202404393,1.2314204279576297,3.0106055895256847,4.289667323038657,150.0,704.4023727137914,0.12844163471171452,7664,0.26475973330569663
2013-05-14,9386,11544,2954,0.2558905058905059,1.2299168975069252,2.9662162162162162,5.076749826749826,144.0,615.2714962762357,0.147002772002772,3792,0.3284823284823285
2013-02-21,9040,11132,2632,0.23643550125763566,1.2314159292035398,2.8686669062163133,5.0001796622349985,136.0,623.7754559270517,0.14040603665109594,3415,0.30677326625943224
2014-01-24,9881,12049,2895,0.2402689019835671,1.2194109907904058,2.8970039007386506,4.219852269897917,155.0,692.5440414507772,0.1392646692671591,3976,0.32998589094530667
2014-04-06,13738,17135,3669,0.2141231397723957,1.2472703450283884,3.3854683396556755,4.860927925299095,205.0,862.0795857181794,0.16947767726874818,4810,0.28071199299679017
2014-10-28,26820,33186,6697,0.20180196468390285,1.2373601789709172,3.0325137106008557,4.203368890495993,150.0,703.2589219053308,0.1308985716868559,8355,0.2517627915386006
2013-06-01,6282,7741,1860,0.24027903371657408,1.2322508755173511,3.1613486629634413,5.634155793825087,172.0,714.952688172043,0.16767859449683503,2490,0.3216638677173492
2014-07-14,26186,33044,6422,0.1943469313642416,1.2618956694416863,3.073871202033652,4.428943227212202,151.0,743.5973217066335,0.14050962353226001,8076,0.24440140418835493
2014-10-17,21142,25969,5720,0.2202626208171281,1.228313309999054,3.002233432169125,4.161346220493665,160.0,684.4596153846154,0.13134891601524895,7067,0.27213215757249026
2014-01-14,12192,15075,3536,0.23456053067993365,1.2364665354330708,2.936119402985075,4.323847429519072,151.0,687.7695135746607,0.13817578772802652,4875,0.32338308457711445
2013-10-04,8552,10444,2742,0.2625430869398698,1.2212347988774557,2.882516277288395,4.11384527001149,147.0,641.8643326039387,0.1378782075833014,3532,0.3381846036001532
2014-12-07,20908,26179,5225,0.19958745559417854,1.252104457623876,3.4258757018984682,4.678138966347072,207.0,845.9756937799043,0.1569196684365331,6515,0.24886359295618626
2014-11-10,25374,31181,6485,0.20797921811359482,1.2288563096082605,3.1251403098040473,4.369808537250249,169.0,722.576098689283,0.12645521311054808,8046,0.2580417561976845
2014-11-28,24286,30061,5565,0.185123582049832,1.2377913201021165,3.003759023319251,4.17617511060843,133.0,781.1840071877808,0.12803965270616413,6984,0.23232760054555737
2013-08-18,7693,9630,2238,0.232398753894081,1.2517873391394774,3.1409138110072687,4.5046728971962615,167.0,733.4387846291331,0.1545171339563863,2949,0.30623052959501557
2014-09-29,26672,32936,6831,0.20740223463687152,1.2348530293941211,3.0865010930289047,4.395160310905999,158.0,705.0086370955936,0.12748967694923488,8494,0.25789409764391547
2013-10-22,9675,11921,2742,0.23001426054861168,1.2321447028423773,2.8583172552638203,4.108631826189078,131.0,645.7764405543398,0.12893213656572436,3556,0.2982971227246036
2014-07-13,18817,23865,4596,0.19258328095537397,1.2682680554817451,3.4313429708778544,4.976702283679028,206.0,899.2536988685814,0.16777707940498637,5910,0.24764299182903834
2013-10-21,10149,12459,3009,0.2415121598844209,1.2276086313922554,2.8595392888674853,4.078979051288226,136.0,644.9391824526421,0.13500280921422264,3908,0.3136688337747813
2014-10-06,26996,33297,6771,0.20335165330209928,1.2334049488813157,3.027540018620296,4.213382587019852,148.0,714.5526510116674,0.12688830825599903,8270,0.24837072408925728
2014-06-20,17611,21738,4829,0.22214555156868157,1.2343421725058201,3.1368571165700616,4.507222375563529,167.5,726.9353903499689,0.1352010304535836,6034,0.2775784340785721
2014-08-18,26300,32900,6706,0.20382978723404255,1.2509505703422052,3.094255319148936,4.446109422492401,161.0,730.1497166716373,0.1368693009118541,8470,0.2574468085106383
2014-06-23,21656,26856,5672,0.2112004766160262,1.2401182120428518,3.169086982424784,4.532767351802204,168.0,745.3529619181946,0.14063896336014298,7050,0.2625111706881144
2014-09-13,17205,21423,4072,0.19007608644914345,1.2451612903225806,3.3364141343415956,4.77575502964104,186.0,816.3661591355599,0.14946552770386967,5195,0.24249638239275545
2014-07-05,14900,18543,3689,0.1989429973574934,1.244496644295302,3.5392331337971203,5.083859138219274,214.0,860.5841691515316,0.15801110931348758,4701,0.2535188480828345
2014-12-05,23022,28441,5905,0.2076227980732042,1.2353835461732257,3.034703421117401,4.123272740058367,148.0,718.0254022015241,0.13044548363278366,7227,0.25410498927604513
2013-03-11,10269,12534,2910,0.23216850167544278,1.2205667543090857,2.9641774373703527,5.20145205042285,139.0,630.9941580756014,0.14592308919738312,3739,0.2983086006063507
2013-04-17,9507,11662,2954,0.2533013205282113,1.2266750815188807,2.955239238552564,5.146887326359115,141.0,603.3324306025728,0.13977019379180244,3805,0.32627336648945293
2014-08-27,28765,35580,6474,0.18195615514333896,1.2369198678950113,2.933389544688027,4.176278808319281,133.0,735.6578622181032,0.1245362563237774,8081,0.22712197863968522
2014-02-19,11430,14008,3365,0.24021987435751,1.2255468066491688,2.9046973158195315,4.221944603083952,155.0,676.6463595839524,0.13842090234151913,4412,0.3149628783552256
2014-05-03,11400,14156,3123,0.22061316756145805,1.2417543859649123,3.2390505792596778,4.726829612884996,188.0,794.5616394492475,0.1575303758123764,4025,0.28433173212771967
2014-10-07,27664,34308,6841,0.19939955695464615,1.2401677270098324,3.011367611052816,4.180919902063659,148.0,713.0444379476685,0.12451906260930395,8490,0.24746414830360267
2014-08-08,22440,28084,5923,0.21090300526990458,1.2515151515151515,3.0797251103831362,4.409806295399516,160.0,729.4924869154145,0.1368750890186583,7317,0.2605398091439966
2014-02-01,7839,9746,2131,0.21865380668992407,1.2432708253603777,3.2748820028729737,4.865483275189821,210.0,829.9582355701549,0.16119433613790274,2990,0.30679253026882825
2014-06-09,20819,25917,5651,0.21804221167573407,1.2448724722609155,3.1438052243701047,4.511093104911834,165.0,726.720934347903,0.14681483196357603,7100,0.2739514604313771
2014-01-23,10756,13254,3074,0.23192998340123736,1.2322424693194496,2.981665912177456,4.334766862833861,152.0,697.0234222511385,0.14093858457824054,4124,0.3111513505356873
2013-01-29,9071,11214,2630,0.2345282682361334,1.2362473817660677,2.7927590511860174,4.955412876761192,115.0,577.9627376425856,0.12867843766720172,3578,0.3190654538969146
2013-02-17,7705,9720,2100,0.21604938271604937,1.2615184944841011,3.262037037037037,5.989094650205761,190.0,737.5880952380952,0.16954732510288065,2864,0.2946502057613169
2013-04-13,6401,7880,1847,0.23439086294416245,1.2310576472426182,3.1974619289340103,5.682741116751269,169.0,671.5896047644829,0.16446700507614212,2433,0.308756345177665
2014-09-03,26859,33381,6495,0.1945717623797969,1.2428236345359098,3.039633324346185,4.372846829034481,148.0,736.1385681293302,0.12686857793355502,8257,0.24735628051885802
2014-09-30,27599,34192,6688,0.19560131024801122,1.2388854668647415,3.025064342536266,4.318290828263922,144.0,730.9328648325359,0.12812938699110904,8451,0.2471630790828264
2013-09-23,10205,12552,3083,0.24561822817080944,1.229985301322881,2.900653282345443,4.141730401529637,139.0,640.4099902692183,0.14045570427023582,4000,0.3186743148502231
2013-01-22,9268,11456,2698,0.23550977653631286,1.2360811394044022,2.8534392458100557,5.039280726256983,116.0,538.9718309859155,0.13032472067039105,3630,0.3168645251396648
2014-10-16,23621,29216,6205,0.21238362541073386,1.2368655010372127,3.020947426067908,4.191230832420591,156.5,715.2514101531024,0.12404162102957283,7727,0.26447836801752467
2014-09-24,28372,35155,6646,0.18904849950220454,1.2390737346679825,2.998805290854786,4.259650120893188,142.0,728.8176346674692,0.1273787512444887,8431,0.23982363817380173
2014-06-12,18447,22858,5020,0.21961676437133607,1.2391174716756113,3.09016536879867,4.424884066847493,160.0,706.9820717131474,0.14065097558841544,6411,0.28047073234753694
2013-07-17,10410,12900,2984,0.23131782945736434,1.239193083573487,2.8768992248062015,4.881162790697674,134.0,633.7335790884719,0.14224806201550388,3882,0.30093023255813955
2014-11-07,21353,26113,5681,0.21755447478267528,1.2229194960895424,3.095354804120553,4.3212959062535905,164.0,721.0756908994895,0.1243059012752269,7081,0.27116761766170105
2013-10-12,6436,7918,1813,0.22897196261682243,1.2302672467371039,3.0491285678201567,4.397827734276333,170.0,741.9933811362383,0.1458701692346552,2298,0.29022480424349584
2014-01-02,9590,11780,2794,0.2371816638370119,1.2283628779979145,3.0074702886247877,4.469694397283531,170.5,724.1005726556907,0.14176570458404075,3773,0.32028862478777587
2013-03-02,7102,8766,2076,0.23682409308692676,1.2343001971275698,3.1438512434405657,5.576431667807438,176.0,695.3747591522158,0.15799680584074835,2835,0.32340862422997946
2014-06-07,13294,16534,3407,0.2060602395064715,1.2437189709643448,3.354784081287045,4.8481916051772105,202.0,810.4590548869974,0.16329986694084916,4327,0.26170315713076087
2014-09-16,27909,34708,6697,0.19295263339864008,1.2436131713784084,3.018180246629019,4.33496600207445,146.0,718.2911751530536,0.12968191771349544,8431,0.24291229687680074
2013-05-30,8819,10862,2758,0.2539127232553858,1.2316589182446989,2.925796354262567,5.044835205302891,142.0,628.3778100072516,0.14095010127048427,3500,0.32222426809059107
2014-08-21,23469,29232,5841,0.1998152709359606,1.2455579700882013,3.0205254515599345,4.357861247947455,151.0,709.2393425783256,0.13098659003831417,7318,0.25034209085933223
2014-12-18,24803,30891,5893,0.19076753747046066,1.2454541789299682,3.1049496617137677,4.216114725971966,157.0,751.5117936534872,0.13385775792301965,7191,0.23278624842187046
2014-07-21,26714,33629,6563,0.19515894020042227,1.2588530358613461,3.2308424276665972,4.6822682803532665,162.0,760.0335212555234,0.14243658746914864,8240,0.24502661393440187
2014-08-12,26121,32922,6296,0.19123990037057287,1.2603652233834846,3.0813741570985966,4.453982139602697,154.0,752.8157560355781,0.13699046230484174,7912,0.24032561812769576
2014-03-06,17962,22251,4407,0.19805851422407983,1.2387818728426678,2.935373691070064,4.22605725585367,140.0,709.9646017699115,0.14588108399622488,5646,0.25374140488067953
2014-07-06,17615,22096,4365,0.19754706734250543,1.2543854669315924,3.610789283128168,5.194288559015207,225.0,875.0240549828179,0.1646904417089066,5600,0.25343953656770457
2014-10-02,23897,29657,6259,0.2110462959840847,1.2410344394693895,3.0384057726674985,4.3019186026907645,157.0,706.8133887202429,0.13082914657585057,7862,0.2650976160771487
2014-04-08,18115,22564,4960,0.21981918099627726,1.2455975710736957,3.02397624534657,4.305486615848253,148.0,699.8633064516129,0.1432813330969686,6348,0.2813330969686226
2014-02-25,15655,19308,4048,0.20965402941785788,1.2333439795592462,2.97513983840895,4.355603894758649,157.0,715.8962450592885,0.14294592914853946,5266,0.2727366894551481
2014-07-29,26417,33031,6314,0.19115376464533318,1.250369080516334,3.140080530410826,4.493718022463746,157.0,747.4019638897688,0.14247222306318308,7951,0.240713269353032
2014-11-15,16397,20111,4110,0.2043657699766297,1.2265048484478869,3.3853115210581275,4.813335985281687,209.0,842.4768856447689,0.13733777534682512,5202,0.2586644125105664
2014-07-10,23553,29716,6014,0.20238255485260465,1.2616651806563919,3.1809126396554044,4.541997577062862,168.0,751.4797140006651,0.14191008211064746,7543,0.2538363171355499
2014-08-31,16851,21166,3784,0.1787772843239157,1.2560678891460448,3.3620901445714826,4.919021071529812,191.0,863.8189746300211,0.15265047718038363,4886,0.23084191628082773
2014-08-05,27475,34485,6667,0.19333043352182108,1.2551410373066425,3.11059881107728,4.481629694069886,156.0,772.2000899955002,0.14107583007104538,8393,0.24338118022328548
2014-08-20,25601,31993,6417,0.20057512580877068,1.2496777469630092,3.0169724627262213,4.354827618541556,150.0,749.9982858033349,0.13371675053918045,8164,0.255180820804551
2013-11-26,8354,10148,2557,0.2519708316909736,1.2147474263825713,2.8853961371698857,4.14249113125739,149.0,652.3253813062182,0.13381947181710682,3329,0.3280449349625542
2014-04-01,16957,20976,4742,0.22606788710907705,1.2370112637848676,2.9537090007627764,4.218392448512586,150.5,684.8899198650358,0.13896834477498093,6055,0.2886632341723875
2013-12-09,8698,10444,2528,0.24205285331290693,1.20073580133364,2.8905591727307547,4.1010149368058215,144.0,636.6574367088608,0.13510149368058216,3265,0.31261968594408274
2013-11-24,6829,8286,1955,0.23594013999517258,1.2133548103675502,3.2373883659184166,4.732078204199855,205.0,785.306905370844,0.16087376297369058,2632,0.3176442191648564
2013-08-20,10688,13180,3188,0.24188163884673747,1.2331586826347305,2.8713960546282244,4.053110773899848,139.0,640.7537641154329,0.1355083459787557,4096,0.31077389984825493
2014-05-21,19159,23675,4999,0.21115100316789862,1.2357116759747377,3.021710665258712,4.314086589229144,152.0,726.1076215243048,0.13909186906019008,6292,0.265765575501584
2014-12-27,21419,27046,4705,0.17396287805960217,1.2627106774359214,3.3624935295422613,4.691821341418325,192.5,905.2036131774707,0.15451453079937882,5706,0.21097389632478
2014-02-09,9786,12121,2674,0.22060886065506147,1.238606172082567,3.3049253361933832,4.92558369771471,221.0,768.9936424831712,0.16541539476940847,3692,0.3045953304182823
2014-11-24,25547,31949,6634,0.20764343171930263,1.250596938975222,3.1785032395380135,4.4543178190240695,167.0,728.0530599939705,0.13925318476321638,8220,0.2572850480453222
2014-08-07,24280,30229,6288,0.20801217374044792,1.24501647446458,3.1061894207549043,4.450296073307089,157.0,746.4250954198474,0.13602831717886799,7883,0.2607760759535545
2014-04-22,18695,23184,4947,0.21337991718426502,1.2401176785236694,2.861067977915804,4.071859903381642,134.0,701.3050333535476,0.13418737060041408,6285,0.271092132505176
2014-10-23,23516,29036,6023,0.2074321531891445,1.234733798265011,3.0495936079349772,4.249448959911834,156.0,707.6352316121535,0.12649814023970243,7580,0.2610552417688387
2014-02-02,8482,10588,2345,0.22147714393653192,1.2482904975241689,3.345391008689082,4.993860974688326,214.0,835.0639658848614,0.16377030600680015,3280,0.30978466188137516
2013-06-22,6811,8567,1985,0.23170304657406326,1.2578182352077523,3.2437259250612818,5.781253647717987,187.0,724.7823677581864,0.16003268355316913,2609,0.304540679350998
2013-12-31,6444,7727,1891,0.2447262844570985,1.1990999379267535,2.990682024071438,4.400802381260515,165.0,728.4193548387096,0.13782839394331564,2553,0.33039989646693413
2013-06-16,7627,9536,2233,0.23416526845637584,1.2502950045889603,3.3351510067114094,5.875,175.5,757.6354679802955,0.1669463087248322,2956,0.3099832214765101
2014-06-15,14342,17803,3806,0.21378419367522328,1.2413192023427695,3.4785148570465654,4.985395719822502,214.0,833.7388334209144,0.1591866539347301,4892,0.27478514857046565
2013-09-20,8239,10019,2567,0.2562131949296337,1.2160456366063843,2.8400039924144127,4.043018265295938,139.0,607.4382547721075,0.12765745084339755,3288,0.32817646471703765
2013-09-25,9956,12190,3128,0.25660377358490566,1.224387304138208,2.7977030352748153,4.036505332239541,136.0,632.1630434782609,0.13347005742411813,4097,0.3360951599671862
2014-01-26,9223,11549,2474,0.21421768118451814,1.2521955979616177,3.3124945882760413,4.957139146246428,212.0,817.6354082457559,0.16460299593038358,3470,0.3004589141917049
2013-11-08,7564,9086,2462,0.27096632181377944,1.201216287678477,2.834470614131631,4.131300902487343,154.0,639.674654752234,0.12172573189522343,3192,0.35130970724191063
2014-07-16,28181,35311,6739,0.19084704483022288,1.2530073453745432,3.1256832148622244,4.415791113250829,151.0,756.2760053420388,0.13726600775962164,8422,0.238509246410467
2013-03-14,9060,11162,2808,0.25156781938720657,1.232008830022075,2.960043003046049,5.212237950188138,145.0,643.4134615384615,0.14647912560473034,3636,0.32574807382189575
2014-07-08,25048,31305,6183,0.19750838524197412,1.249800383264133,3.1991694617473247,4.575499121546079,165.0,769.4856865599223,0.13882766331256988,7869,0.25136559655007185
2013-07-26,8267,10245,2425,0.23670082967301123,1.2392645457844442,2.890092728160078,4.935968765251342,148.0,642.9282474226804,0.14006832601268912,3071,0.2997559785261103
2013-08-11,7804,9681,2292,0.2367524016114038,1.2405176832393645,3.1833488276004545,4.48879248011569,183.0,762.7792321116929,0.15990083669042454,2912,0.3007953723788865
2013-12-21,5638,6857,1617,0.23581741286276797,1.2162114224902447,3.13300277089106,4.606095960332507,175.0,819.526283240569,0.15721160857517866,2152,0.313839871663993
2013-05-15,9730,11954,3076,0.25731972561485694,1.2285714285714286,2.9192738832190064,4.993558641458926,136.0,604.4499349804942,0.1453906642128158,4044,0.33829680441693155
2014-10-01,26654,33196,6666,0.2008073261838776,1.2454415847527576,3.0760935052415954,4.421044704181226,154.0,720.8043804380438,0.12844921074828292,8417,0.25355464513796844
2013-05-12,7378,9173,2232,0.24332279515970784,1.2432908647329899,3.356153930011992,5.899705657909081,196.0,733.7405913978495,0.16494058650387006,2946,0.32115992586939934
2014-06-25,21648,26943,5580,0.20710388598151652,1.2445953436807096,3.16401291615633,4.524329139294065,160.0,739.1863799283154,0.13220502542404336,6990,0.25943658835319006
2014-08-25,26038,32422,6250,0.19277034112639566,1.2451801213610876,3.0292085620874714,4.3040528036518415,148.0,724.55376,0.13308864351366356,7860,0.24242798100055518
2014-06-18,22464,27784,5707,0.2054059890584509,1.2368233618233617,3.119277281888857,4.439245608983588,155.5,735.0763974066936,0.137597178232076,7222,0.2599337748344371
2014-03-14,14546,17979,3998,0.22237054341175816,1.2360098996287638,2.937482618610601,4.206296234495801,149.0,677.9247123561781,0.1398298014350075,5049,0.28082763223761054
2013-08-26,10418,12866,3082,0.23954609047100886,1.2349779228258784,2.8635939685994094,4.069330017099332,134.0,656.7537313432836,0.13508471941551375,3938,0.30607803513135395
2014-06-26,19043,23628,5101,0.2158879295750804,1.2407708869400829,3.1494836634501437,4.521076688674454,167.0,731.2417173103313,0.1361097003555104,6347,0.2686219739292365
2014-07-12,16176,20254,3968,0.19591191863335639,1.2521018793273986,3.3248247259800534,4.795744050557914,197.5,870.5453629032259,0.15705539646489583,5051,0.24938283795793423
2014-06-04,21467,26467,5525,0.20875051951486756,1.2329156379559323,3.1000491177692977,4.381380587146258,156.0,718.6979185520362,0.14451959043336984,6944,0.2623644538481883
2013-04-14,7528,9385,2218,0.23633457645178477,1.2466790648246546,3.2798082045817796,5.828875865743207,185.0,719.9576194770063,0.16707511987213639,2941,0.31337240277037826
2013-06-24,10386,12714,3041,0.239185150228095,1.2241478913922588,2.9778983797388707,5.0734623249960675,142.0,646.2831305491615,0.14865502595563945,3870,0.30438886267107124
2014-11-06,24715,30255,6105,0.2017848289538919,1.2241553712320452,3.0468352338456453,4.221384895058668,163.0,710.3870597870598,0.11839365394149727,7615,0.2516939348867956
2014-12-23,23542,29641,5603,0.1890287102324483,1.2590688981394953,3.200431834283594,4.412334266725145,160.0,842.6157415670177,0.14108835734286967,6972,0.23521473634492762
2014-07-09,25117,31381,6116,0.1948950001593321,1.2493928415017717,3.1751059558331476,4.504987094101526,161.0,762.2531066056246,0.13893757369108697,7701,0.24540326949427999
2013-04-20,6476,8073,1927,0.23869689087080392,1.246602841260037,3.251083859779512,5.740121392295305,178.0,684.8131811105345,0.1636318592840332,2535,0.3140096618357488
2014-05-04,13564,16875,3662,0.2170074074074074,1.2441020347979947,3.335288888888889,4.8267851851851855,202.0,825.7782632441289,0.16106666666666666,4732,0.28041481481481484
2014-03-11,16755,20667,4223,0.20433541394493637,1.2334825425246194,2.9579039047757294,4.2757536168771475,142.0,718.9256452758702,0.14365897324236707,5404,0.26147965355397496
2014-04-15,18308,22828,4822,0.21123182057122833,1.2468866069477824,3.00718415980375,4.29314876467496,149.0,712.7648278722522,0.13917119327142105,6116,0.26791659365691256
2014-11-03,26966,33522,7048,0.21024998508442216,1.2431209671438108,3.074339239902154,4.253266511544657,155.0,693.0039727582293,0.13594057633792733,8782,0.26197720899707655
2013-09-24,10052,12354,3072,0.24866440019426905,1.229009152407481,2.8442609681074957,4.062732718147968,138.0,631.9710286458334,0.131050671847175,3980,0.3221628622308564
2014-03-21,14174,17367,3889,0.22393044279380434,1.2252716241004658,2.9644152703403006,4.28116542868659,150.0,700.6595525842118,0.1384234467668567,4998,0.2877871825876663
2013-08-17,6671,8277,1889,0.22822278603358706,1.2407435167141359,3.0808263863718737,4.392171076476984,158.0,732.5542615140286,0.14920865047722603,2405,0.29056421408722966
2013-04-05,8037,9864,2508,0.2542579075425791,1.2273236282194848,2.9248783454987834,5.06265206812652,141.0,586.1331738437002,0.1420316301703163,3227,0.3271492295214923
2014-09-08,26895,33495,6859,0.20477683236303926,1.2453987730061349,3.057680250783699,4.326347216002389,151.0,718.6815862370607,0.12697417525003732,8637,0.257859381997313
2014-03-31,16961,20841,4665,0.2238376277529869,1.228760096692412,3.0008636821649635,4.260112278681445,145.0,674.9069667738478,0.14111606928650255,5927,0.2843913439854134
2013-08-08,9897,12257,2998,0.2445949253487803,1.2384560978074164,2.853716243779065,3.9973892469609202,132.0,665.5486991327551,0.1361670881945011,3857,0.31467732724157627
